CITY,DISTRICT,GEOCODE,DAY,TIME,T,TD,RH,WD,WS,BF,AT,Wx,Wx_n,PoP6h,PoP12h,get_day
臺北市,士林區,6301100,2018-07-21,15:00:00,31,27,83,西北風,1,<= 1,35,陰,03,50,50,2018-07-21
臺北市,士林區,6301100,2018-07-21,18:00:00,29,27,85,西南風,1,<= 1,34,陰,03,20,50,2018-07-21
臺北市,士林區,6301100,2018-07-21,21:00:00,29,27,93,偏東風,1,<= 1,33,陰,03,20,50,2018-07-21
臺北市,士林區,6301100,2018-07-22,00:00:00,28,27,96,東北風,1,<= 1,33,陰,03,20,50,2018-07-21
臺北市,士林區,6301100,2018-07-22,03:00:00,27,27,100,東南風,1,<= 1,33,多雲,02,20,50,2018-07-21
臺北市,士林區,6301100,2018-07-22,06:00:00,27,26,93,偏南風,1,<= 1,32,短暫陣雨,26,50,50,2018-07-21
臺北市,士林區,6301100,2018-07-22,09:00:00,31,28,80,偏西風,0,<= 1,36,短暫陣雨,26,50,50,2018-07-21
臺北市,士林區,6301100,2018-07-22,12:00:00,33,30,80,西北風,1,<= 1,40,短暫陣雨或雷雨,36,60,60,2018-07-21
臺北市,士林區,6301100,2018-07-22,15:00:00,32,27,72,偏西風,0,<= 1,37,短暫陣雨或雷雨,36,60,60,2018-07-21
臺北市,士林區,6301100,2018-07-22,18:00:00,31,27,77,西南風,1,<= 1,36,多雲,02,20,60,2018-07-21
臺北市,士林區,6301100,2018-07-22,21:00:00,30,26,79,西北風,1,<= 1,34,陰,03,20,60,2018-07-21
臺北市,士林區,6301100,2018-07-23,00:00:00,29,26,83,偏西風,2,<= 1,33,陰,03,20,20,2018-07-21
臺北市,士林區,6301100,2018-07-23,03:00:00,28,26,89,偏西風,1,<= 1,33,陰,03,20,20,2018-07-21
臺北市,士林區,6301100,2018-07-23,06:00:00,28,26,91,偏西風,2,<= 1,33,陰,03,20,20,2018-07-21
臺北市,士林區,6301100,2018-07-23,09:00:00,31,29,90,偏西風,2,<= 1,36,陰,03,20,20,2018-07-21
臺北市,士林區,6301100,2018-07-23,12:00:00,33,31,90,偏南風,1,<= 1,39,短暫陣雨或雷雨,36,40,40,2018-07-21
臺北市,士林區,6301100,2018-07-23,15:00:00,33,30,91,東南風,2,<= 1,39,陰,03,40,40,2018-07-21
臺北市,士林區,6301100,2018-07-23,18:00:00,31,29,93,偏北風,1,<= 1,37,陰,03,20,40,2018-07-21
臺北市,士林區,6301100,2018-07-23,21:00:00,30,29,95,偏北風,1,<= 1,35,陰,03,20,40,2018-07-21
臺北市,士林區,6301100,2018-07-24,00:00:00,29,29,98,西北風,1,<= 1,35,陰,03,30,40,2018-07-21
