107.06.27,梨-秋水梨,台中市,48.3,7728.0
107.06.27,扁蒲-花蒲,台北一,11.4,7679.0
107.06.27,甘藷葉,台北二,28.1,7643.0
107.06.27,荔枝-糯米,台中市,73.5,7608.0
107.06.27,竹筍-烏殼綠,台北二,23.5,7540.0
107.06.27,洋蔥-本產,台北二,12.4,7518.0
107.06.27,甜瓜-美濃,台北一,33.9,7430.0
107.06.27,甜椒-青椒,台北一,24.7,7370.0
107.06.27,西瓜-大西瓜,高雄市,14.4,7350.0
107.06.27,茄子-麻荸茄,台北二,23.5,7294.0
107.06.27,梨-豐水梨,高雄市,59.2,7288.0
107.06.27,蓮霧-紅蓮霧,三重區,23.2,7282.5
107.06.27,芒果-愛文,豐原區,38.4,7271.0
107.06.27,苦瓜-白大米,溪湖鎮,20.7,7208.0
107.06.27,菜豆-青色,台北一,25.3,7116.0
107.06.27,花胡瓜,台北二,45.0,7112.0
107.06.27,芹菜-白梗,台北一,42.8,7097.0
107.06.27,芋-檳榔心芋,台北一,41.7,7049.0
107.06.27,絲瓜-絲瓜,台北二,24.0,7037.0
107.06.27,梨-4029梨,東勢鎮,50.74,7036.2
107.06.27,芒果-愛文,嘉義市,36.0,6900.0
107.06.27,香蕉,豐原區,12.95,6812.0
107.06.27,葡萄-巨峰,台北二,54.6,6811.0
107.06.27,百香果-改良種,台中市,51.9,6753.0
107.06.27,雜柑-檸檬,三重區,14.1,6748.0
107.06.27,苦瓜-白大米,台北二,20.1,6741.0
107.06.27,竹筍-綠竹筍,屏東市,48.2,6738.0
107.06.27,荔枝-黑葉,台北一,58.8,6731.0
107.06.27,雜柑-檸檬,台北一,15.0,6724.0
107.06.27,香蕉-芭蕉,台北一,22.1,6723.0
107.06.27,香蕉-芭蕉,台中市,19.4,6700.0
107.06.27,茭白筍-帶殼,台北一,69.1,6683.0
107.06.27,敏豆-白豆,台北一,110.5,6658.0
107.06.27,青蔥-粉蔥,台北二,38.8,6655.0
107.06.27,西瓜-秀鈴,台北二,8.1,6652.0
107.06.27,蘿蔔-矸仔,高雄市,21.2,6585.0
107.06.27,梨-豐水梨,台北二,57.7,6573.0
107.06.27,雜柑-無子檸檬,三重區,13.0,6503.0
107.06.27,火龍果-紅肉,嘉義市,30.0,6500.0
107.06.27,梨-豐水梨,鳳山區,51.0,6450.0
107.06.27,絲瓜-絲瓜,高雄市,22.3,6388.0
107.06.27,蘿蔔-矸仔,屏東市,10.9,6347.0
107.06.27,甘藍-改良種,三重區,3.6,6290.0
107.06.27,雜柑-無子檸檬,台北二,17.0,6277.0
107.06.27,火龍果-白肉,台北二,34.4,6198.0
107.06.27,荔枝-糯米,台北一,81.2,6170.0
107.06.27,酪梨,台北一,67.3,6135.0
107.06.27,小番茄-聖女,台北一,35.4,6110.0
107.06.27,櫻桃-進口,台北一,174.7,6099.0
107.06.27,萵苣菜-油麥菜,屏東市,14.6,6064.0
107.06.27,百香果-改良種,三重區,37.6,5994.0
107.06.27,火鶴花-丘比特,台北市場,8.9,5958.0
107.06.27,梨-新興梨,台北二,48.8,5925.0
107.06.27,木瓜-網室紅肉,板橋區,11.0,5880.0
107.06.27,梨-其他,東勢鎮,80.96,5851.8
107.06.27,南瓜-木瓜形,高雄市,13.8,5822.0
107.06.27,胡瓜-黑刺,屏東市,17.4,5795.0
107.06.27,胡瓜-黑刺,高雄市,19.9,5764.0
107.06.27,萵苣菜-油麥菜,台北二,24.0,5750.0
107.06.27,胡蘿蔔-清洗,台中市,10.4,5740.0
107.06.27,椰子,三重區,16.3,5720.0
107.06.27,火龍果-紅肉,板橋區,28.1,5710.0
107.06.27,櫻桃-進口,三重區,249.4,5671.6
107.06.27,桃子-進口,台北一,194.0,5664.0
107.06.27,芒果-其他,台中市,32.2,5660.0
107.06.27,百香果-改良種,台北一,53.3,5638.0
107.06.27,蘋果-其他(進口),嘉義市,88.0,5600.0
107.06.27,甘薯-改良種,屏東市,11.6,5506.0
107.06.27,蕹菜-小葉,台北二,48.8,5475.0
107.06.27,西瓜-紅肉,三重區,6.0,5475.0
107.06.27,甜橙-進口,台北一,40.3,5465.0
107.06.27,番石榴-珍珠芭,板橋區,15.6,5408.0
107.06.27,小白菜-蚵仔白,台北二,43.2,5384.0
107.06.27,洋香瓜-網狀紅肉,台中市,31.1,5380.0
107.06.27,荔枝-糯米,三重區,48.7,5318.0
107.06.27,絲瓜-絲瓜,屏東市,15.8,5267.0
107.06.27,甘藷-臺農66號,板橋區,7.0,5250.0
107.06.27,蕃茄-牛蕃茄,三重區,14.5,5250.0
107.06.27,包心白菜-包白,台北二,15.2,5231.0
107.06.27,蘿蔔-進口,板橋區,15.3,5150.0
107.06.27,冬瓜-白皮,屏東市,7.9,5145.0
107.06.27,芒果-其他,三重區,24.6,5128.0
107.06.27,酪梨,台中市,68.2,5126.0
107.06.27,玉米-超甜白,台北一,13.8,5084.0
107.06.27,洋香瓜-網狀綠肉,三重區,24.8,5082.0
107.06.27,萵苣菜-進口,台北一,33.4,5038.0
107.06.27,甘藷-臺農66號,台北二,6.4,5025.0
107.06.27,玉米-甜軟殼,板橋區,8.5,4945.0
107.06.27,南瓜-木瓜形,台北二,10.9,4889.0
107.06.27,馬鈴薯-本產,高雄市,23.7,4884.0
107.06.27,蕹菜-大葉,屏東市,23.7,4851.0
107.06.27,葡萄-巨峰,板橋區,46.4,4801.0
107.06.27,其他蔬菜,台北一,29.5,4795.0
107.06.27,葡萄-進口,台北一,103.3,4779.0
107.06.27,葡萄-巨峰,高雄市,58.7,4774.0
107.06.27,李-加州李,台中市,50.9,4750.0
107.06.27,包心白菜-包白,豐原區,6.94,4720.0
107.06.27,香蕉-芭蕉,台北二,21.8,4685.0
107.06.27,青江白菜-小梗,台北二,38.7,4685.0
107.06.27,薑-嫩薑,台北一,63.1,4680.0
107.06.27,葡萄-進口,三重區,88.9,4662.0
107.06.27,番石榴-珍珠芭,豐原區,12.63,4655.0
107.06.27,甜椒-彩色種,台北一,51.7,4654.0
107.06.27,荔枝-黑葉,鳳山區,31.6,4620.0
107.06.27,梨-豐水梨,嘉義市,59.0,4600.0
107.06.27,芒果-金煌,豐原區,27.12,4568.0
107.06.27,胡瓜-黑刺,台北二,17.0,4538.0
107.06.27,冬瓜-白皮,高雄市,12.6,4537.0
107.06.27,火龍果-白肉,嘉義市,30.0,4500.0
107.06.27,芒果-金煌,板橋區,19.6,4488.0
107.06.27,香蕉,鳳山區,14.3,4470.0
107.06.27,西瓜-秀鈴,板橋區,7.0,4450.0
107.06.27,包心白菜-包白,三重區,4.5,4440.0
107.06.27,蕃茄-牛蕃茄,屏東市,19.7,4440.0
107.06.27,番石榴-珍珠芭,鳳山區,14.4,4430.0
107.06.27,青江白菜-小梗,屏東市,27.3,4314.0
107.06.27,青蔥-日蔥,台北一,59.0,4285.0
107.06.27,梨-豐水梨,板橋區,37.5,4265.0
107.06.27,小白菜-土白菜,台北一,39.4,4260.0
107.06.27,萵苣菜-油麥菜,高雄市,36.7,4260.0
107.06.27,桃子-進口,台北二,157.2,4256.0
107.06.27,鳳梨-甜蜜蜜,板橋區,11.1,4241.0
107.06.27,茄子-麻荸茄,溪湖鎮,25.9,4236.0
107.06.27,甘蔗-帶皮,台北一,10.1,4200.0
107.06.27,芒果-紅龍玉文,嘉義市,28.0,4200.0
107.06.27,苦瓜-白大米,高雄市,24.1,4189.0
107.06.27,冬瓜-白皮,台北二,5.8,4183.0
107.06.27,胡蘿蔔-清洗,屏東市,14.6,4164.0
107.06.27,洋香瓜-網狀綠肉,台中市,31.0,4139.0
107.06.27,包心白菜-包白,板橋區,8.7,4136.0
107.06.27,包心白菜-包白,屏東市,13.4,4082.0
107.06.27,蕃茄-牛蕃茄,台中市,21.5,4037.0
107.06.27,胡瓜-黑刺,板橋區,13.4,4034.0
107.06.27,洋香瓜-網狀紅肉,豐原區,11.72,4017.0
107.06.27,甘薯-改良種,台北二,10.7,4015.0
107.06.27,韭菜-青頭,台北一,22.3,4005.0
107.06.27,芒果-金煌,嘉義市,22.0,4000.0
107.06.27,芥藍菜,台北一,45.2,3975.0
107.06.27,葡萄-巨峰,鳳山區,52.1,3970.0
107.06.27,荔枝-糯米,台北二,73.9,3946.0
107.06.27,花椰菜-青梗,溪湖鎮,62.9,3895.0
107.06.27,鳳梨-金鑽鳳梨,桃農,8.4,3878.0
107.06.27,包心白-進口,台中市,12.8,3874.0
107.06.27,鹹菜-帶葉,台北一,30.0,3870.0
107.06.27,竹筍-麻竹筍,台北二,27.1,3869.0
107.06.27,番石榴-珍珠芭,高雄市,24.5,3832.0
107.06.27,榴槤-進口,三重區,125.0,3828.0
107.06.27,甜橙-進口,三重區,49.8,3810.0
107.06.27,胡蘿蔔-清洗,板橋區,10.5,3800.0
107.06.27,洋蔥-進口,高雄市,19.7,3795.0
107.06.27,榴槤-進口,台北一,66.5,3792.0
107.06.27,玉米-糯米(白),台北一,11.4,3786.0
107.06.27,芒果-其他,板橋區,27.4,3779.0
107.06.27,青江白菜-小梗,高雄市,46.5,3773.0
107.06.27,甘藷-臺農66號,豐原區,10.8,3750.0
107.06.27,洋香瓜-網狀綠肉,鳳山區,24.2,3750.0
107.06.27,荔枝-黑葉,台北二,80.1,3682.0
107.06.27,莧菜-紅莧菜,台北一,29.4,3682.0
107.06.27,其他-進口,高雄市,49.2,3680.0
107.06.27,甜桃-甜桃進口,台北二,56.9,3660.0
107.06.27,大蒜-蒜仁,台北一,70.0,3648.0
107.06.27,玉米-玉米筍,台北一,37.0,3639.0
107.06.27,甘薯-改良種,台北一,9.5,3602.0
107.06.27,蕃茄-黑柿,台北一,37.4,3600.0
107.06.27,甘薯-改良種,豐原區,13.83,3600.0
107.06.27,梨-新興梨,三重區,27.2,3595.0
107.06.27,包心白-進口,桃農,9.6,3592.0
107.06.27,玉米-甜硬殼,高雄市,16.5,3580.0
107.06.27,芒果-紅龍玉文,鳳山區,17.9,3570.0
107.06.27,絲瓜-絲瓜,台中市,13.9,3551.0
107.06.27,酪梨,三重區,45.3,3522.0
107.06.27,竹筍-烏殼綠,板橋區,24.1,3498.0
107.06.27,桃子-進口,台中市,168.8,3496.0
107.06.27,甜椒-青椒,屏東市,23.1,3496.0
107.06.27,茄子-胭脂茄,屏東市,13.4,3495.0
107.06.27,荔枝-其他,三重區,36.3,3486.0
107.06.27,芽菜類-綠豆芽,屏東市,11.8,3454.0
107.06.27,萵苣菜-本島圓葉,台北一,42.2,3429.0
107.06.27,洋蔥-本產,板橋區,9.8,3425.0
107.06.27,苦瓜-白大米,板橋區,16.4,3424.0
