見城館特展,(中華民國)高雄市立歷史博物館,2018/03/03,2018/06/30
中國家具博物館常設展,(中華民國)中國家具博物館,2018/01/02,2018/12/30
吉金耀采-院藏銅器菁華展,(中華民國)國立故宮博物院,2018/01/01,2018/12/31
高山人文及山岳生態攝影展,(中華民國)內政部營建署玉山國家公園管理處,2018/03/01,2018/06/30
常設展 臺灣的原住民族展,(中華民國)國立臺灣博物館,2018/01/01,2018/12/31
常設展 發現臺灣-重訪臺灣博物學與博物學家的年代,(中華民國)國立臺灣博物館,2018/01/01,2018/12/31
常設展 戶外展覽,(中華民國)國立臺灣博物館,2018/01/01,2018/12/31
常設展：土銀行史室常設展,(中華民國)國立臺灣博物館,2018/01/01,2018/12/31
土銀展示館古蹟修復室 ,(中華民國)國立臺灣博物館,2018/01/01,2018/12/31
常設展：臺博古生物大展－生命的史詩與演化共舞,(中華民國)國立臺灣博物館,2018/01/01,2018/12/31
凝望自我-王德合藝術創作展,(中華民國)王德合,2018/06/05,2018/07/05
城市裡的森林密境- 新竹綠園道地景藝術,(中華民國)郭秉泓;(中華民國)游雯嵐,2018/03/06,2018/12/31
奇美博物館常設展,(中華民國)奇美博物館,2018/01/01,2018/12/31
2018新北市畢業祭《青春分號；不句號。》,(中華民國)各大專院校,2018/03/28,2018/07/18
「遊戲的軌跡」蔡宜儒個展,,2018/04/06,2018/07/01
國立臺南大學博物館柏楊文物館常設展,(中華民國)國立臺南大學博物館柏楊文物館,2018/01/02,2018/12/30
二二八的女兒紀念特展,(中華民國)臺北二二八紀念館,2018/03/08,2018/07/08
常設展：袋袋相傳,(中華民國)台北偶戲館,2018/01/01,2018/12/31
常設展：絲絲入扣 傀儡戲區,(中華民國)台北偶戲館,2018/01/01,2018/12/31
常設展：影影約約 皮影戲區,(中華民國)台北偶戲館,2018/01/01,2018/12/31
詩步領羊 Spring羊,(中華民國)蔡坤霖,2018/03/16,2018/12/31
金門縣宗族文化研究協會「姓氏源流在金湖特展」活動,(中華民國)金門縣宗族文化研究協會,2018/03/15,2018/11/30
新北市山岳攝影協會作品聯展,(中華民國)新北市山岳攝影協會,2018/04/03,2018/06/29
2018第11屆金車油畫獎,,2018/06/01,2018/07/01
桃園市立圖書館中壢分館主題書展：印尼文化,(中華民國)桃園市立圖書館中壢分館,2018/06/01,2018/06/30
桃園市立圖書館內壢分館主題書展：藝術科技,(中華民國)桃園市立圖書館內壢分館,2018/06/01,2018/06/30
桃園市立圖書館龍岡分館主題書展：虛擬實境,(中華民國)桃園市立圖書館龍岡分館,2018/06/01,2018/06/30
神奇的蠟筆畫－邱雲寶老師蠟筆畫個展,(中華民國)邱雲寶,2018/04/02,2018/06/29
「石鼓書法篆刻及山水花語人物油畫」創作展,(中華民國)國立公共資訊圖書館中興分館,2018/04/10,2018/08/03
「師法自然」書畫展,(中華民國)新北市新莊書畫會 徐秀娥,2018/04/03,2018/06/29
戀戀淡水河郭淑敏水彩畫個展,,2018/05/30,2018/07/01
《涼色夏日》WillChen、黃馨、賴楚穎-攝影、藝術聯展,,2018/04/24,2018/07/24
《幸福派對》食菇、芝CY、琦米插畫聯展,,2018/06/14,2018/09/14
《走！一起冒險吧！》Jill、Yuzi、Jonathan插畫聯展,,2018/06/19,2018/09/19
桃園市立圖書館中壢分館主題書展：傳播媒體,(中華民國)桃園市立圖書館中壢分館,2018/07/01,2018/07/31
桃園市立圖書館中壢分館主題書展：人工智慧,(中華民國)桃園市立圖書館中壢分館,2018/08/01,2018/08/31
桃園市立圖書館龍岡分館主題書展：寵物,(中華民國)桃園市立圖書館龍岡分館,2018/09/01,2018/09/30
2018臺灣木雕專題展－薪傳．人間 陳正雄木雕展,(中華民國)陳正雄,2018/04/18,2018/07/15
人之初．藝之美─典藏石雕特展,(中華民國)花蓮縣文化局,2018/01/01,2018/12/31
『創作』─ 作了  很不一樣,(中華民國)陳尤慶,2018/06/16,2018/09/15
「歲月違章」寶藏巖歷史重述展,(中華民國)寶藏巖國際藝術村,2018/02/25,2018/12/31
｜西南寮興安宮｜「扛茨走溪流：臺江風土與自然」第2檔巡迴特展,(中華民國)國立臺灣歷史博物館,2018/03/25,2018/12/31
桃園市立圖書館龍岡分館主題書展：泰國文化,(中華民國)桃園市立圖書館龍岡分館,2018/10/01,2018/10/31
桃園市立圖書館龍岡分館主題書展：越南文化,(中華民國)桃園市立圖書館龍岡分館,2018/11/01,2018/11/30
過盡千帆─王攀元繪畫藝術,(中華民國)王攀元,2018/05/04,2018/07/01
主題書展︰藝術交響樂(樂器篇),(中華民國)高雄市立圖書館大東藝術圖書館,2018/04/01,2018/06/30
撫臺石頭厝,(中華民國)撫台街洋樓,2018/01/01,2018/12/31
人之初‧藝之美-典藏石雕特展,(中華民國)花蓮縣文化局,2018/01/01,2018/12/31
士林官邸常設展,(中華民國)臺北市政府文化局,2018/01/01,2018/12/31
蔣中正夫婦在武漢抗戰的身影,(中華民國)臺北市政府文化局,2018/03/13,2018/08/31
張杰、葉昱伶、姚彩燈彩墨聯展,(中華民國)張杰,2018/01/01,2018/06/30
臺北市林語堂故居常設展,(中華民國)臺北市林語堂故居,2018/01/01,2018/12/31
芝山文化生態綠園常設,(中華民國)芝山文化生態綠園,2018/01/01,2018/12/31
紫火行雲落灰成陶─林昭地陶藝常設展,(中華民國)林昭地,2018/03/01,2018/12/30
孫運璿科技人文紀念館常設展,(中華民國)孫運璿科技‧人文紀念館,2018/01/01,2018/12/31
草山行館常設展,(中華民國)臺北市草山行館,2018/01/01,2018/12/31
時空美學的對話與辯證-烏來學台車歷史文化特展,(中華民國)烏來林業生活館,2018/03/25,2018/06/30
蔡瑞月舞蹈研究社歷史建築常設,(中華民國)蔡瑞月舞蹈研究社,2018/01/01,2018/12/31
「糖廠開門」特展,(中華民國)臺北市政府文化局,2018/01/01,2018/12/31
「環境生態」主題書展（107年6月份）,(中華民國)欣榮紀念圖書館暨玉蘭文化會館,2018/06/01,2018/06/30
快意人生陶藝雕塑聯展,(中華民國)張舒嵎,2018/05/31,2018/06/28
[護照手環]掌中的宇宙 A Boundless Universe Within the Palm,,2018/04/12,2018/08/12
藝起來-2018新北市土城藝術推廣協會-會員聯展,國立臺灣圖書館,2018/06/22,2018/06/30
「魔幻鯤島，妖鬼奇譚」──臺灣鬼怪文學特展,,2018/03/28,2019/02/24
偶的異想世界 偶戲台前幕後特展│開展活動,(中華民國)無獨有偶工作室劇團,2018/05/20,2018/09/02
張舒嵎   從小雪走過冬至 詩‧雕塑展/廖本生 東意‧西形 繪畫創作展,(中華民國)張舒嵎;(中華民國)廖本生,2018/04/03,2018/06/29
2018臺灣文學行動博物館,國立臺灣文學館,2018/02/28,2018/11/11
【新北市立圖書館新莊分館】107年06月「室內設計」館藏特色主題書展 ,(中華民國)新北市立圖書館新莊分館,2018/06/01,2018/06/30
【新北市立圖書館新莊聯合分館】107年06月「生活保健」館藏特色主題書展,(中華民國)新北市立圖書館新莊聯合分館,2018/06/01,2018/06/30
【新北市立圖書館新莊福營分館】107年06月「有機產業」館藏特色主題書展,(中華民國)新北市立圖書館新莊福營分館,2018/06/01,2018/06/30
【新北市立圖書館新莊福營分館】107年06月「閱讀起步走」嬰幼兒主題書展,(中華民國)新北市立圖書館新莊福營分館,2018/06/01,2018/06/30
【新北市立圖書館新莊裕民分館】107年06月「寵物」館藏特色主題書展,(中華民國)新北市立圖書館新莊裕民分館,2018/06/01,2018/06/30
【新北市立圖書館新莊裕民分館】107年06月多元文化主題書展,(中華民國)新北市立圖書館新莊裕民分館,2018/06/01,2018/06/30
【新北市立圖書館新莊西盛分館】107年06月「占卜面相」館藏特色主題書展,(中華民國)新北市立圖書館新莊西盛分館,2018/06/01,2018/06/30
【新北市立圖書館新莊西盛分館】107年06月原住民主題書展 ,(中華民國)新北市立圖書館新莊西盛分館,2018/06/01,2018/06/30
老爺行旅6789gallery主題展：初次見面 First Sight,(中華民國)陳明澤;(中華民國)王連晟;(中華民國)林子荃,2018/03/10,2018/08/26
姜晴心、張立欣、許可昀、陳愷靜繪畫創作聯展,,2018/05/03,2018/08/29
筆墨躍動─林維坡書法展,(中華民國)林維坡,2018/04/02,2018/06/27
葫蘆藝術─吳嘉龍個展,(中華民國)吳嘉龍,2018/04/02,2018/06/27
展覽：「2017 年度最佳少年兒童讀物暨第 73 梯次好書大家讀」得獎書展,(中華民國)臺北市立圖書館,2018/04/23,2018/06/30
展覽：「霍金的奇幻世界」主題書展,(中華民國)臺北市立圖書館,2018/04/01,2018/06/30
展覽：「來看我們家的書嘛」館員推薦書展,(中華民國)臺北市立圖書館,2018/04/01,2018/06/30
展覽：i-share 館員推薦好書主題展,(中華民國)臺北市立圖書館,2018/04/01,2018/12/31
展覽：「樂活運動力」主題書展,(中華民國)臺北市立圖書館,2018/04/01,2018/06/30
展覽：「北歐旅遊」館藏特色主題書展,(中華民國)臺北市立圖書館,2018/04/01,2018/06/30
展覽：「好書交享樂․書好樂分享」館員推薦書展,(中華民國)臺北市立圖書館,2018/04/01,2018/12/31
展覽：食療保健特展,(中華民國)臺北市立圖書館,2018/04/01,2018/06/30
展覽：翻轉驚奇美一頁－立體書書展,(中華民國)臺北市立圖書館,2018/04/01,2018/12/31
院藏善本古籍選粹,(中華民國)國立故宮博物院,2018/01/01,2018/11/04
院藏清代歷史文書珍品,(中華民國)國立故宮博物院,2018/01/01,2018/11/04
【新北市立圖書館中和分館】OPEN！兒童閱覽室(6月份),(中華民國)新北市立圖書館中和分館,2018/06/01,2018/06/30
匠心獨妙．木雕與銅雕藝術特展,(中華民國)李秉圭;(中華民國)柯建華,2018/04/13,2018/07/29
光。陰-柯偉國個展,,2018/05/12,2018/06/28
「甜點大賞」主題書展,(中華民國)南投縣政府文化局圖書館,2018/05/01,2018/06/30
陳千武同時代詩人主題展,(中華民國)南投縣政府文化局,2018/05/05,2018/10/31
「到全世界去看表演」主題書展,(中華民國)彰化縣文化局,2018/04/03,2018/06/30
潮 -2018高雄市西瀛畫會會員聯展,,2018/07/10,2018/07/10
繪聚精彩,,2018/07/10,2018/07/10
張綺芳-金工創作個展,,2018/05/12,2018/07/09
愛侶連續展之【夢在不遠的遠方】楊素敏創作個展,,2018/06/02,2018/07/01
「中華民國第十八屆國際版畫雙年展 」初審入圍名單,,2018/04/09,2020/03/31
【新北市立圖書館新莊分館】107年07月「室內設計」館藏特色主題書展 ,(中華民國)新北市立圖書館新莊分館,2018/07/01,2018/07/31
【新北市立圖書館新莊聯合分館】107年07月「生活保健」館藏特色主題書展,(中華民國)新北市立圖書館新莊聯合分館,2018/07/01,2018/07/31
【新北市立圖書館新莊福營分館】107年07月「有機產業」館藏特色主題書展,(中華民國)新北市立圖書館新莊福營分館,2018/07/01,2018/07/31
臺中媽祖專車：人文薈萃線(5場),(中華民國)臺中市政府文化局,2018/08/18,2018/09/15
臺中媽祖專車：文采風柳線(5場),(中華民國)臺中市政府文化局,2018/08/19,2018/09/16
中堅攝影協會第42屆攝影作品展,(中華民國)臺中市立圖書館石岡分館,2018/07/01,2018/07/31
「地圖很有事：地圖的臺灣史」特展之策展人導覽,(中華民國)國立臺灣歷史博物館,2018/07/28,2018/07/28
「地圖很有事：地圖的臺灣史」特展之策展人導覽,(中華民國)國立臺灣歷史博物館,2018/09/29,2018/09/29
「藍色星球．綠色大地」兒童自然文學主題書展,(中華民國)國立臺灣文學館,2018/04/03,2018/07/08
嘉義市「107年世界閱讀日」打開書本去冒險—好書大家讀書展,,2018/04/22,2018/06/30
【新北市立圖書館新莊西盛分館】107年07月「占卜面相」館藏特色主題書展,(中華民國)新北市立圖書館新莊西盛分館,2018/07/01,2018/07/31
【新北市立圖書館新莊西盛分館】107年07月原住民主題書展 ,(中華民國)新北市立圖書館新莊西盛分館,2018/07/01,2018/07/31
【新北市立圖書館中和分館】OPEN！兒童閱覽室(7月份),(中華民國)新北市立圖書館中和分館,2018/07/01,2018/07/31
葉蘭香老師畫展,(中華民國)葉蘭香,2018/04/08,2018/12/31
2018環境電影節─「環藝影像獎」創作比賽徵件,,2018/02/01,2018/08/01
【新北市立圖書館新莊福營分館】107年07月「閱讀起步走」嬰幼兒主題書展,(中華民國)新北市立圖書館新莊福營分館,2018/07/01,2018/07/31
【新北市立圖書館新莊裕民分館】107年07月「寵物」館藏特色主題書展,(中華民國)新北市立圖書館新莊裕民分館,2018/07/01,2018/07/31
【新北市立圖書館新莊裕民分館】107年07月多元文化主題書展,(中華民國)新北市立圖書館新莊裕民分館,2018/07/01,2018/07/31
光。陰-柯偉國個展,(中華民國)柯偉國,2018/05/12,2018/06/27
部落大學及駐點創作展,(中華民國)臺中市政府原住民族事務委員會,2018/04/14,2018/06/30
科博館訴說一段跨國的愛 玉里的法國爸爸特展 即日起登場,,2018/04/11,2018/11/04
炙－國際當代琺瑯展,臺北當代工藝設計分館,2018/05/04,2018/08/19
閱讀女聲-文學詩方體裝置藝術展覽(齊東詩舍：臺北市中正區濟南路2段27號),國立臺灣文學館,2018/04/01,2018/09/30
娜涼姐姐創作手工皂特展,(中華民國)娜涼姊姊,2018/05/04,2018/08/31
走路鳥稍微畫個展,(中華民國)書巴里/邱毅成,2018/05/04,2018/08/31
新北市立圖書館深坑分館107年6月主題書展-「經絡按摩自己來」,(中華民國)新北市立圖書館深坑分館,2018/06/01,2018/06/30
玉里的法國爸爸特展,(中華民國)國立自然科學博物館,2018/04/10,2018/11/04
山姆．詹克斯個展《流變之身 》,(澳大利亞)Sam Jinks ,2018/05/05,2018/08/26
2018TIDF台灣國際紀錄片影展紀錄X聲音：電影耳：記錄聲音／聲音紀錄,(中華民國)澎葉生,2018/05/11,2018/07/08
里山里海 刻劃森海傳藝-陳俊宏、許萬利木雕藝術聯展,(中華民國)陳俊宏;(中華民國)許萬利,2018/04/14,2018/07/01
2019金車美展徵件,,2018/07/01,2018/08/01
王福瑞＆盧藝響相X聲物展ll,,2018/06/30,2018/09/02
五月女桂子的逆襲~桂子的裏博覽会~,,2018/06/23,2018/08/26
閱讀金工─金屬工藝書展,,2018/04/24,2018/12/30
百字墨圓謝瑞煌書法展,(中華民國)謝瑞煌,2018/04/16,2018/06/30
迴杙連結基隆港意象展示,,2018/04/01,2019/01/01
2018-19「生命之樹」國際工藝交流展,技術組纖維工坊,2018/04/17,2019/01/27
掌中的宇宙,(中華民國)研作展藝型偶社;(中華民國)古都木偶劇團;(中華民國)霹靂布袋戲(霹靂國際多媒體、偶動漫娛樂事業股份有限公司);(中華民國)神魔布袋戲(蕭建平電視木偶劇團);(中華民國)江湖救援團(NPY STUDIO);(中華民國)師大布袋戲研習社;(中華民國)交通大學布袋戲社;(中華民國)逢甲大學布袋戲研習社;(中華民國)北一女布袋戲研習社,2018/04/12,2018/08/12
Eye上花蓮空拍攝影展,(中華民國)洄瀾網,2018/04/01,2018/06/30
《2018第5屆X-site：工務所的行動研究-OO》,,2018/06/02,2018/07/30
2018荊山經典文創藝術獎,,2018/04/30,2018/09/08
蔣勳．美學．創作教育：1983大度山聯展,(中華民國)亞洲大學現代美術館,2018/03/30,2018/09/23
妮基·桑法勒海豚上的娜娜,(中華民國)亞洲大學現代美術館,2018/01/01,2018/12/31
安藤忠雄建築展,(中華民國)亞洲大學現代美術館,2018/01/01,2018/12/31
台灣之美攝影展,(中華民國)陳慶隆,2018/04/03,2018/06/29
「鄒珍玥魔力瓷器彩繪」聯展,(中華民國)新莊社區大學魔力生活瓷器彩繪班鄒珍玥師生,2018/04/02,2018/06/30
曾麗滿、李玲學生書法水彩聯展,(中華民國)郭育志,2018/04/09,2018/06/29
【姜晴心、張立欣、許可昀、陳愷靜】繪畫創作聯展,(中華民國)姜晴心;(中華民國)張立欣;(中華民國)許可昀;(中華民國)陳愷靜,2018/05/03,2018/08/28
主題書展：深度旅遊──北歐 ,(中華民國)高雄市立圖書館左營分館,2018/05/01,2018/08/31
王福瑞&盧藝 響相X聲物展ll,(中華民國)王福瑞;(中華民國)盧藝,2018/06/01,2018/09/01
戲遊形·色-蔡正一油畫展,(中華民國)蔡正一,2018/05/25,2018/07/01
體育文物館,(中華民國)本活動無實體展演者,2018/01/01,2018/12/31
松年大學書畫展-智者的彩筆,(中華民國)徐慕仁;(中華民國)劉春田;(中華民國)郭慧英;(中華民國)黃玉花;(中華民國)張碧雲;(中華民國)許李玉女;(中華民國)陳楊月鳳;(中華民國)詹許惠珠;(中華民國)陳姚燕珠;(中華民國)蔡漢榮;(中華民國)黃陳茶;(中華民國)鄭愛蓮,2018/04/02,2018/06/30
｜102當代藝術空間｜「在裸視3.0的三種視界」張芳榜、沈信佑、劉芸柔三聯展,(中華民國)張芳榜;(中華民國)沈信佑;(中華民國)劉芸柔,2018/05/10,2018/06/26
《聯汐夢想》2018 汐止區公立各級學校師生聯展,,2018/05/04,2018/06/27
遇見幸福的時光,(中華民國)蔡國樑,2018/04/01,2018/06/30
毫端紫氣躍龍潭會員聯展,(中華民國)葉禮鐼;(中華民國)泮秋書會,2018/06/15,2018/06/30
無形文化資產：長義閣文物展,(中華民國)長義閣掌中劇團,2018/04/03,2018/07/01
李宜亞－油彩創作展,金車文藝中心,2018/05/05,2018/07/01
顏群－油畫創作展,金車文藝中心,2018/05/05,2018/07/01
「幸福食光─新住民姊妹的酸甜人生」社區攝影展巡迴,,2018/05/01,2018/08/01
凡妮莎的夜生活,,2018/06/16,2018/07/01
《聯汐夢想》2018汐止區公立各級學校師生聯展,,2018/05/04,2018/06/28
宜蘭多樣 多young宜蘭特展,(中華民國)烏石港環境教育中心,2018/01/01,2018/12/31
漫畫特展─漫畫小鋼彈─（館藏特色系列）,(中華民國)陳聰;(中華民國)陳信和;(中華民國)許智嬡,2018/05/01,2018/06/30
兒童主題書展︰媽咪寶貝愛閱讀   ,(中華民國)高雄市立圖書館寶珠分館,2018/05/01,2018/06/30
「臺灣當代抽象藝術展   首部曲─隱藏的視界」,(中華民國)王為河;(中華民國)柯應平;(中華民國)高其偉;(中華民國)吳熙吉;(中華民國)張富峻;(中華民國)黃秋月;(中華民國)柯適中;(中華民國)許世芳,2018/05/05,2018/06/30
藝術亮點：Kerkerland顧珮仙插畫個展日出,(中華民國)顧珮仙,2018/04/01,2018/06/30
公車上下臺中風景攝影展,(中華民國)臺中市立圖書館石岡分館,2018/06/01,2018/07/03
自在悠閒狗然不凡-慈影書畫會聯展,(中華民國)慈影書畫會,2018/04/04,2018/07/04
尋。淨-黃世昌，陳怡穎，簡維宏膠彩畫創作聯展,(中華民國)黃世昌;(中華民國)陳怡穎;(中華民國)簡維宏,2018/04/25,2018/07/04
梁育瑄-油畫創作展,財團法人金車文教基金會,2018/05/05,2018/07/01
黃政耀–壓克力創作展,金車文藝中心承德館,2018/05/12,2018/07/08
梁育瑄-油畫創作展,,2018/05/05,2018/07/02
祖靈之眼˙藝想宏觀－臺灣原住民編織發展協會聯展,(中華民國)臺灣原住民編織發展協會,2018/04/25,2018/07/18
2018-19「生命之樹」國際工藝交流展,(不分國籍)國立臺灣工藝研究發展中心,2018/05/04,2018/08/19
林文彬 陳世傑藝術雙個展,(中華民國)林文彬;(中華民國)陳世傑,2018/04/26,2018/07/29
梓軒蘭馨-黃紗榮木雕50年展,臺北當代工藝設計分館 余小姐,2018/05/12,2018/07/01
《聯汐夢想》2018 汐止區公立各級學校師生聯展,(中華民國)北峰國小;(中華民國)北港國小;(中華民國)白雲國小;(中華民國)汐止國小;(中華民國)汐止國中;(中華民國)金龍國小;(中華民國)崇德國小;(中華民國)樟樹國小;(中華民國)樟樹實中;(中華民國)秀峰高中;(中華民國)秀峰國小;(中華民國)保長國小;(中華民國)長安國小;(中華民國)冬山國小;(中華民國)青山國中小,2018/05/04,2018/06/27
墨彩濟揚--中華藝文交流展,(中華民國)中華文化藝術交流協會;(中國)山東藝術學院畫院,2018/06/05,2018/06/28
活祭-高媛顛覆人體肖像展,(中華民國)高媛,2018/05/06,2018/07/01
親職教育書展,(中華民國)臺中市立圖書館外埔分館,2018/04/01,2018/06/30
邱亞才-臉書,豐藝館,2018/04/21,2018/07/15
VR新科技!體驗當鳥的感覺! 刷悠遊卡，即可嗨飛鳳凰谷鳥園!,,2018/04/26,2018/10/31
「2018世界閱讀日&閱讀˙最給力」線上主題書展,國立臺灣圖書館,2018/06/22,2018/09/30
五分二十四秒－淡江高中第24屆美術班班展,(中華民國)淡江高中第24屆美術班,2018/05/18,2018/07/29
淡金生態之旅(5-6月),(中華民國)新北市立淡水古蹟博物館,2018/05/01,2018/06/26
【藝猶未盡 美畫人生】黃榮華、陳怡樺 -2018苗北側廊展系列09,(中華民國)黃榮華;(中華民國)陳怡樺,2018/06/20,2018/07/08
有生命力的鐵線,(中華民國)黃明威,2018/06/23,2018/07/15
玩家模型展,(中華民國)玩家模型展策劃組,2018/07/05,2018/08/26
【Amazing Hanzi倉頡傻了】邱德宏漢字就是狂2018個展,(中華民國)邱德宏,2018/08/11,2018/09/04
「跨視域」典藏新貌展,(中華民國)花蓮縣文化局,2018/01/01,2018/12/31
謝承修-細密插畫個展,,2018/05/14,2018/06/29
藺鄉-藺草編織工藝特展,(中華民國)台灣藺草學會,2018/04/29,2018/07/07
篠山紀信展 寫真力 THE PEOPLE by KISHIN,,2018/06/23,2018/09/02
雅逸寫實新銳展,,2018/06/22,2018/07/30
科技松Techathon—故宮╳交大新媒體藝術展,(中華民國)國立故宮博物院,2018/06/12,2018/07/31
臉書,(中華民國)邱亞才,2018/04/21,2018/07/15
你好！我的小屋,(中華民國)劉冠宏;(中華民國)唐唐;(中華民國)許家彰;(中華民國)無獨有偶;(中華民國)姜樂靜;(中華民國)金克杰,2018/04/28,2018/12/31
《建築四書》古書特展,(中華民國)臺中市立圖書館西屯溪西分館,2018/04/22,2018/07/22
職人速寫_黃景政_蕭欣智_黎忠榮-三人聯展,,2018/07/02,2018/08/05
市民畫廊 角落的秘密花園— 郭昭吟個展,(中華民國)郭昭吟,2018/05/05,2018/07/06
拾光漫步--油畫六人展,(中華民國)陳數靜;(中華民國)賴雙鳳;(中華民國)倪婉君;(中華民國)黃玉桂;(中華民國)張曉慶;(中華民國)胡淑滿,2018/06/01,2018/06/29
蔣智南《光之信仰》水彩創作臺灣首個展,,2018/06/23,2018/07/13
跨界．美學 臺灣當代首飾展,伊丹市立工藝中心、國立臺灣工藝研究發展中心,2018/04/14,2018/09/09
東意。西形-廖本生繪畫創作展,(中華民國)廖本生,2018/04/02,2018/06/29
人形之美-溫美紅黏土創作師生聯展,(中華民國)溫美紅,2018/04/11,2018/06/27
「來作客」特展,(美國)塔莎.杜朵;(中華民國)愛倫公主;(中華民國)陳漢武;(中華民國)高蓮秀;(中華民國)何依倫,2018/06/30,2018/09/30
「紅外線的異想世界」攝影創作展 ,(中華民國)鍾和太;(中華民國)宋永州;(中華民國)李淑娟,2018/05/01,2018/12/28
「神界．人間：臺史博館藏神像特展」大師導覽（3場次）,(中華民國)陳啟村,2018/07/14,2018/07/14
金光再現百草翁-光興閣掌中劇團特展,(中華民國)光興閣掌中劇團,2018/05/04,2018/06/27
「多元文化」主題書展,(中華民國)南投縣政府文化局圖書館,2018/05/02,2018/06/30
玩陶-化泥土為藝術-邱玲瑾陶藝個展（員榮醫院一樓藝術廊道）,(中華民國)邱玲瑾,2018/05/01,2018/07/31
跨視域典藏新貌展,(中華民國)花蓮縣文化局,2018/01/01,2018/12/31
程子瑜師生快速素人油畫聯展,(中華民國)程子瑜師生,2018/05/02,2018/06/29
「神界．人間：臺史博館藏神像特展」策展人導覽 第2場,(中華民國)國立臺灣歷史博物館,2018/08/18,2018/08/18
「神界．人間：臺史博館藏神像特展」實地踏查：神像工藝老店巡禮（4場次）,(中華民國)鄭道聰,2018/07/07,2018/08/11
經典交疊－藝與技的碰撞．不朽經典石版畫,,2018/05/16,2018/07/22
悄聲騷動QuietRiot,,2018/05/12,2018/07/16
【情、意。】-2018顏國榮油畫個展,,2018/06/20,2018/07/13
主題書展-歷史人文：桃園史地,(中華民國)桃園市立圖書館中路分館,2018/06/01,2018/06/27
25°00’26.5”N      121°44’55.4”E,(中華民國)陳宇如,2018/01/01,2018/08/31
 巫登益368畫展,(中華民國) 巫登益,2018/06/02,2018/09/28
陳自強攝影展,(中華民國)陳自強,2018/01/01,2018/12/31
金門縣書法家聯展,(中華民國)金門縣書法家,2018/01/01,2018/12/31
吳鼎仁水墨展（地點：阡湖餐廳）,(中華民國)吳鼎仁,2018/01/01,2018/12/31
唐敏達收藏展（地點：好口味餐廳）,(中華民國)唐敏達,2018/01/01,2018/12/31
李苡甄畫展,(中華民國)李苡甄,2018/01/01,2018/12/31
2019OpenCall｜MoNTUE作夢計畫徵件中!,,2018/05/03,2018/08/01
「臺灣記憶：跨世代的校園記憶」於本館5樓展出，歡迎入館參觀,國家圖書館,2018/06/22,2018/08/04
「春天畫展」用愛溝通！,國家圖書館,2018/06/22,2018/07/28
【新北市立圖書館總館】6月主題書展：武林盟主,(中華民國)新北市立圖書館總館,2018/06/01,2018/06/30
「遇見不一樣的美好」連富玉公益油畫創作個展,(中華民國)連富玉,2018/06/09,2018/08/06
村野．歲月  賴仲愷創作個展,(中華民國)賴仲愷,2018/05/11,2018/06/29
黃明珠．陳瑞和─詩書畫創作聯展,(中華民國)黃明珠;(中華民國)陳瑞和,2018/06/02,2018/07/04
玉山園區生態攝影展,(中華民國)內政部營建署玉山國家公園管理處,2018/04/01,2018/06/30
虛空•禁錮-吳熙吉個展,,2018/06/02,2018/07/02
南方以南-南迴藝術計畫,,2018/05/26,2018/09/02
偶的異想世界偶戲台前幕後特展,,2018/05/20,2018/09/03
彼默之間─楊桃派阿波羅新銳藝術家助長計畫,,2018/05/26,2018/07/01
2018社區藝術巡迴展~生活速寫,,2018/05/30,2018/11/28
【新北市立圖書館新莊中港分館】107年08月性別平等面面觀海報展,(中華民國)本活動無實體展演者,2018/08/01,2018/08/31
【新北市立圖書館新莊中港分館】107年08月「傳統藝術」館藏特色主題書展,(中華民國)新北市立圖書館新莊中港分館,2018/08/01,2018/08/31
【新北市立圖書館新莊分館】107年08月「室內設計」館藏特色主題書展 ,(中華民國)新北市立圖書館新莊分館,2018/08/01,2018/08/31
【新北市立圖書館新莊福營分館】107年08月「有機產業」館藏特色主題書展,(中華民國)新北市立圖書館新莊福營分館,2018/08/01,2018/08/31
【新北市立圖書館新莊裕民分館】107年08月「寵物」館藏特色主題書展,(中華民國)新北市立圖書館新莊裕民分館,2018/08/01,2018/08/31
【新北市立圖書館新莊裕民分館】107年08月多元文化主題書展,(中華民國)新北市立圖書館新莊裕民分館,2018/08/01,2018/08/31
【新北市立圖書館新莊西盛分館】107年08月原住民主題書展 ,(中華民國)新北市立圖書館新莊西盛分館,2018/08/01,2018/08/31
2018幸福新北．藝遊樹林系列展覽~7月份主題「水．色藝術展~樹林社區大學」 ,(中華民國)樹林社區大學,2018/07/01,2018/07/28
2018幸福新北．藝遊樹林系列展覽~8月份主題「與植物對話~魏金蕊陶藝創作展」,(中華民國)魏金蕊,2018/08/01,2018/08/29
主題書展：「親子溝通不NG」,(中華民國)高雄市立圖書館林園二館,2018/05/01,2018/06/30
主題書展：「媽媽我愛您」,(中華民國)高雄市立圖書館林園分館,2018/05/01,2018/06/30
【新北市立圖書館新店分館】藝文展:「看見」葉世仁西畫個展,(中華民國)葉世仁,2018/05/26,2018/07/01
【新北市立圖書館貢寮分館】6月主題書展: 親子教養策略,(中華民國)新北市立圖書館貢寮分館,2018/06/01,2018/06/30
【新北市立圖書館貢寮分館】6月主題書展: 香草植物這樣玩,(中華民國)新北市立圖書館貢寮分館,2018/06/01,2018/06/30
2018幸福新北．藝遊樹林系列展覽~10月份主題「東西輝映~新北市樹林美術協會國西畫聯展」,(中華民國)新北市樹林美術協會,2018/10/01,2018/10/29
