資料日期,證券代號,持股分級,人數,股數,佔集保庫存數比例%
20180622,2516,9,203,13996847,6.18
20180622,2516,10,109,14985985,6.62
20180622,2516,11,53,13872967,6.13
20180622,2516,12,24,11566051,5.11
20180622,2516,13,12,8420204,3.72
20180622,2516,14,15,13729548,6.06
20180622,2516,15,31,102243099,45.18
20180622,2516,16,0,0,0.00
20180622,2516,17,27571,226278457,100.00
20180622,2520,1,14985,528560,0.10
20180622,2520,2,8818,20184205,4.00
20180622,2520,3,1940,16277266,3.23
20180622,2520,4,552,7213842,1.43
20180622,2520,5,478,9068375,1.80
20180622,2520,6,372,9898521,1.96
20180622,2520,7,229,8293227,1.64
20180622,2520,8,171,8103509,1.60
20180622,2520,9,265,19719866,3.91
20180622,2520,10,143,21058876,4.18
20180622,2520,11,89,25920987,5.14
20180622,2520,12,30,14651153,2.90
20180622,2520,13,16,10958427,2.17
20180622,2520,14,8,7599290,1.50
20180622,2520,15,57,324314896,64.37
20180622,2520,16,0,0,0.00
20180622,2520,17,28153,503791000,100.00
20180622,2521,1,8539,2303757,0.67
20180622,2521,2,10508,24380567,7.15
20180622,2521,3,3352,26707635,7.83
20180622,2521,4,1112,13569708,3.98
20180622,2521,5,924,17643449,5.17
20180622,2521,6,669,17465952,5.12
20180622,2521,7,317,11680214,3.42
20180622,2521,8,312,15091500,4.42
20180622,2521,9,455,35884743,10.53
20180622,2521,10,192,28719805,8.43
20180622,2521,11,91,26720038,7.84
20180622,2521,12,25,12952000,3.80
20180622,2521,13,17,11972821,3.51
20180622,2521,14,9,8046788,2.36
20180622,2521,15,13,87531900,25.69
20180622,2521,16,0,0,0.00
20180622,2521,17,26535,340670877,100.00
20180622,2523,1,4625,1264547,0.41
20180622,2523,2,6375,15065559,4.94
20180622,2523,3,1688,13987294,4.58
20180622,2523,4,531,6906015,2.26
20180622,2523,5,529,10175352,3.33
20180622,2523,6,400,10573526,3.46
20180622,2523,7,191,7072021,2.31
20180622,2523,8,177,8549374,2.80
20180622,2523,9,342,26115413,8.56
20180622,2523,10,153,21660837,7.10
20180622,2523,11,87,24546057,8.04
20180622,2523,12,28,13890079,4.55
20180622,2523,13,7,4784048,1.56
20180622,2523,14,9,8140638,2.66
20180622,2523,15,37,132194973,43.35
20180622,2523,16,0,0,0.00
20180622,2523,17,15179,304925733,100.00
20180622,2524,1,4891,1083917,0.28
20180622,2524,2,2536,5454569,1.41
20180622,2524,3,568,3861793,1.00
20180622,2524,4,239,2921900,0.76
20180622,2524,5,113,1935350,0.50
20180622,2524,6,118,2908755,0.75
20180622,2524,7,69,2352474,0.61
20180622,2524,8,37,1649197,0.42
20180622,2524,9,99,6912713,1.79
20180622,2524,10,47,6233655,1.62
20180622,2524,11,25,6476759,1.68
20180622,2524,12,12,5887226,1.53
20180622,2524,13,3,2108508,0.54
20180622,2524,14,5,4416292,1.14
20180622,2524,15,26,330067624,85.89
20180622,2524,16,0,0,0.00
20180622,2524,17,8788,384270732,100.00
20180622,2525,1,20094,7670955,1.11
20180622,2525,2,19264,45865862,6.68
20180622,2525,3,6690,49696092,7.24
20180622,2525,4,2722,33207567,4.84
20180622,2525,5,1597,29494126,4.30
20180622,2525,6,1586,39961424,5.82
20180622,2525,7,741,26373614,3.84
20180622,2525,8,592,27980156,4.08
20180622,2525,9,953,71296931,10.39
20180622,2525,10,478,71040462,10.36
20180622,2525,11,229,65953065,9.61
20180622,2525,12,85,42201884,6.15
20180622,2525,13,21,14803090,2.15
20180622,2525,14,25,23540167,3.43
20180622,2525,15,53,136626347,19.92
20180622,2525,16,0,0,0.00
20180622,2525,17,55130,685711742,100.00
20180622,2527,1,1876,366982,0.13
20180622,2527,2,1560,3303525,1.22
20180622,2527,3,347,2879452,1.06
20180622,2527,4,130,1715368,0.63
20180622,2527,5,104,1933982,0.71
20180622,2527,6,105,2739202,1.01
20180622,2527,7,71,2567735,0.94
20180622,2527,8,48,2232406,0.82
20180622,2527,9,104,7358110,2.72
20180622,2527,10,66,9456454,3.49
20180622,2527,11,32,9045126,3.34
20180622,2527,12,11,5680512,2.10
20180622,2527,13,4,2866490,1.06
20180622,2527,14,6,5630000,2.08
20180622,2527,15,24,212530656,78.62
20180622,2527,16,0,0,0.00
20180622,2527,17,4488,270306000,100.00
20180622,2528,1,3140,592921,0.43
20180622,2528,2,747,1739602,1.26
20180622,2528,3,148,1200893,0.87
20180622,2528,4,62,796917,0.58
20180622,2528,5,48,907782,0.66
20180622,2528,6,44,1121861,0.81
20180622,2528,7,27,956153,0.69
20180622,2528,8,21,980119,0.71
20180622,2528,9,40,2883125,2.10
20180622,2528,10,22,3097708,2.25
20180622,2528,11,14,4002024,2.91
20180622,2528,12,9,4274092,3.11
20180622,2528,13,4,2683000,1.95
20180622,2528,14,1,852000,0.62
20180622,2528,15,8,110997212,80.96
20180622,2528,16,0,0,0.00
20180622,2528,17,4335,137085409,100.00
20180622,2530,1,22657,1826121,0.67
20180622,2530,2,2718,5716775,2.11
20180622,2530,3,600,4305052,1.59
20180622,2530,4,211,2516621,0.92
20180622,2530,5,99,1766263,0.65
20180622,2530,6,106,2669263,0.98
20180622,2530,7,50,1773376,0.65
20180622,2530,8,25,1159641,0.42
20180622,2530,9,65,4331259,1.59
20180622,2530,10,27,3824728,1.41
20180622,2530,11,24,6760677,2.49
20180622,2530,12,7,3498463,1.29
20180622,2530,13,3,2100000,0.77
20180622,2530,14,7,6387272,2.35
20180622,2530,15,37,222116955,82.03
20180622,2530,16,0,0,0.00
20180622,2530,17,26636,270752466,100.00
20180622,2533,1,5498,1155346,0.74
20180622,2533,2,5875,13782539,8.83
20180622,2533,3,1463,12407748,7.95
20180622,2533,4,377,4901558,3.14
20180622,2533,5,433,8366356,5.36
20180622,2533,6,334,9033847,5.79
20180622,2533,7,144,5378096,3.44
20180622,2533,8,118,5693412,3.64
20180622,2533,9,217,16253238,10.41
20180622,2533,10,96,13137044,8.42
20180622,2533,11,34,9736160,6.24
20180622,2533,12,16,8093142,5.18
20180622,2533,13,13,9256009,5.93
20180622,2533,14,3,2862000,1.83
20180622,2533,15,6,35930560,23.03
20180622,2533,16,0,0,0.00
20180622,2533,17,14627,155987055,100.00
20180622,2534,1,16863,1041775,0.16
20180622,2534,2,11723,26428467,4.28
20180622,2534,3,2544,20131028,3.26
20180622,2534,4,962,12015611,1.94
20180622,2534,5,597,11239622,1.82
20180622,2534,6,617,15839136,2.56
20180622,2534,7,279,9992163,1.61
20180622,2534,8,219,10356814,1.67
20180622,2534,9,388,28349784,4.59
20180622,2534,10,190,27126137,4.39
20180622,2534,11,85,23016149,3.72
20180622,2534,12,38,18712460,3.03
20180622,2534,13,21,14560049,2.35
20180622,2534,14,9,8105400,1.31
20180622,2534,15,77,390569740,63.25
20180622,2534,16,0,0,0.00
20180622,2534,17,34612,617484335,100.00
20180622,2535,1,20458,1085141,0.42
20180622,2535,2,9826,21255635,8.24
20180622,2535,3,1827,15066097,5.84
20180622,2535,4,543,6989907,2.71
20180622,2535,5,407,7699466,2.98
20180622,2535,6,321,8418088,3.26
20180622,2535,7,173,6318703,2.45
20180622,2535,8,115,5417069,2.10
20180622,2535,9,186,13165272,5.10
20180622,2535,10,89,11947062,4.63
20180622,2535,11,42,12013772,4.65
20180622,2535,12,13,6766701,2.62
20180622,2535,13,8,5471039,2.12
20180622,2535,14,5,4421597,1.71
20180622,2535,15,32,131863197,51.12
20180622,2535,16,0,0,0.00
20180622,2535,17,34045,257898746,100.00
20180622,2536,1,3611,630081,0.18
20180622,2536,2,5021,10841523,3.25
20180622,2536,3,1049,8186767,2.45
20180622,2536,4,385,4871245,1.46
20180622,2536,5,214,3951282,1.18
20180622,2536,6,223,5660276,1.70
20180622,2536,7,103,3709836,1.11
20180622,2536,8,76,3532091,1.06
20180622,2536,9,141,9970435,2.99
20180622,2536,10,105,14307152,4.29
20180622,2536,11,42,11713539,3.51
20180622,2536,12,20,9701334,2.91
20180622,2536,13,7,4656155,1.39
20180622,2536,14,7,6108699,1.83
20180622,2536,15,34,234968237,70.60
20180622,2536,16,0,0,0.00
20180622,2536,17,11038,332808652,100.00
20180622,2537,1,6879,1034643,0.34
20180622,2537,2,4159,8762340,2.91
20180622,2537,3,1178,8212675,2.73
20180622,2537,4,731,8639711,2.87
20180622,2537,5,255,4448540,1.48
20180622,2537,6,354,8524387,2.83
20180622,2537,7,189,6456841,2.14
20180622,2537,8,97,4364341,1.45
20180622,2537,9,261,17821486,5.92
20180622,2537,10,137,18588702,6.18
20180622,2537,11,65,17916168,5.96
20180622,2537,12,18,8602692,2.86
20180622,2537,13,9,6132706,2.04
20180622,2537,14,4,3604762,1.19
20180622,2537,15,24,177447801,59.03
20180622,2537,16,0,0,0.00
20180622,2537,17,14360,300557795,100.00
20180622,2538,1,6571,1313359,0.29
20180622,2538,2,9766,22925784,5.22
20180622,2538,3,2762,22044370,5.02
20180622,2538,4,959,12071309,2.75
20180622,2538,5,696,13050118,2.97
20180622,2538,6,623,16029697,3.65
20180622,2538,7,312,11221377,2.55
20180622,2538,8,212,9861496,2.24
20180622,2538,9,426,31017544,7.07
20180622,2538,10,213,30017575,6.84
20180622,2538,11,91,24298661,5.54
20180622,2538,12,36,17269630,3.93
20180622,2538,13,17,11646033,2.65
20180622,2538,14,18,16174370,3.68
20180622,2538,15,62,199507441,45.50
20180622,2538,16,0,0,0.00
20180622,2538,17,22764,438448764,100.00
20180622,2539,1,3774,497025,0.13
20180622,2539,2,1228,2547399,0.67
20180622,2539,3,246,1791015,0.47
20180622,2539,4,109,1294963,0.34
20180622,2539,5,59,1037923,0.27
20180622,2539,6,85,2127964,0.56
20180622,2539,7,37,1289894,0.34
20180622,2539,8,25,1131519,0.29
20180622,2539,9,51,3535406,0.93
20180622,2539,10,36,4681457,1.23
20180622,2539,11,14,4233425,1.11
20180622,2539,12,11,5611353,1.48
20180622,2539,13,7,4628150,1.22
20180622,2539,14,4,3601690,0.95
20180622,2539,15,32,339993418,89.94
20180622,2539,16,0,0,0.00
20180622,2539,17,5718,378002601,100.00
20180622,2540,1,5597,437928,0.29
20180622,2540,2,472,828502,0.56
20180622,2540,3,43,317579,0.21
20180622,2540,4,24,292921,0.19
20180622,2540,5,11,202854,0.13
20180622,2540,6,13,313189,0.21
20180622,2540,7,4,142850,0.09
20180622,2540,8,4,184000,0.12
20180622,2540,9,12,839491,0.57
20180622,2540,10,8,1238039,0.84
20180622,2540,11,2,606000,0.41
20180622,2540,12,2,1022000,0.69
20180622,2540,13,2,1300406,0.88
20180622,2540,14,1,922000,0.62
20180622,2540,15,18,137952241,94.10
20180622,2540,16,0,0,0.00
20180622,2540,17,6213,146600000,100.00
20180622,2542,1,8375,2780470,0.23
20180622,2542,2,37149,81141512,6.95
20180622,2542,3,6721,52487686,4.49
20180622,2542,4,2009,25320103,2.17
20180622,2542,5,1483,26691666,2.28
20180622,2542,6,1165,29239722,2.50
20180622,2542,7,536,18915094,1.62
20180622,2542,8,335,15482371,1.32
20180622,2542,9,585,41669555,3.57
20180622,2542,10,241,33871698,2.90
20180622,2542,11,128,34975426,2.99
20180622,2542,12,42,21396982,1.83
20180622,2542,13,20,14041194,1.20
20180622,2542,14,17,14996803,1.28
20180622,2542,15,96,753616361,64.59
20180622,2542,16,0,0,0.00
20180622,2542,17,58902,1166626643,100.00
20180622,2543,1,11905,579434,0.23
20180622,2543,2,1385,2854586,1.17
20180622,2543,3,349,2492820,1.03
20180622,2543,4,192,2302281,0.95
20180622,2543,5,86,1518320,0.62
20180622,2543,6,85,2048035,0.84
20180622,2543,7,51,1770552,0.73
20180622,2543,8,22,1023277,0.42
20180622,2543,9,68,4678279,1.93
20180622,2543,10,42,5572697,2.30
20180622,2543,11,14,4212518,1.74
20180622,2543,12,8,3826504,1.58
20180622,2543,13,5,3191835,1.31
20180622,2543,14,1,915733,0.37
20180622,2543,15,27,204996917,84.71
20180622,2543,16,0,0,0.00
20180622,2543,17,14240,241983788,100.00
20180622,2545,1,2381,452770,0.13
20180622,2545,2,8900,18959703,5.78
20180622,2545,3,1419,11526778,3.51
20180622,2545,4,390,5018502,1.53
20180622,2545,5,266,5014227,1.52
20180622,2545,6,252,6587503,2.01
20180622,2545,7,129,4639549,1.41
20180622,2545,8,72,3417881,1.04
20180622,2545,9,124,9048524,2.76
20180622,2545,10,50,6983415,2.13
20180622,2545,11,22,5887535,1.79
20180622,2545,12,3,1409915,0.43
20180622,2545,13,3,2030000,0.61
20180622,2545,14,4,3786259,1.15
20180622,2545,15,22,242972247,74.13
20180622,2545,16,0,0,0.00
20180622,2545,17,14037,327734808,100.00
20180622,2546,1,12439,135000,0.12
20180622,2546,2,2705,5807653,5.47
20180622,2546,3,553,4577244,4.31
20180622,2546,4,164,2116377,1.99
20180622,2546,5,113,2149551,2.02
20180622,2546,6,115,2952062,2.78
20180622,2546,7,56,1997227,1.88
20180622,2546,8,45,2048926,1.93
20180622,2546,9,84,6234741,5.87
20180622,2546,10,41,5885493,5.55
20180622,2546,11,30,7828028,7.38
20180622,2546,12,7,3149365,2.97
20180622,2546,13,2,1471311,1.38
20180622,2546,14,2,1793000,1.69
20180622,2546,15,11,57889682,54.59
20180622,2546,16,0,0,0.00
20180622,2546,17,16367,106035660,100.00
20180622,2547,1,30534,3483651,0.38
20180622,2547,2,14460,30971884,3.46
20180622,2547,3,3865,26244737,2.93
20180622,2547,4,2151,25071859,2.80
20180622,2547,5,833,14447325,1.61
20180622,2547,6,1066,25368270,2.83
20180622,2547,7,562,19214687,2.14
20180622,2547,8,315,14000410,1.56
20180622,2547,9,621,42767674,4.78
20180622,2547,10,319,43679139,4.88
20180622,2547,11,161,44393825,4.96
20180622,2547,12,52,25349370,2.83
20180622,2547,13,31,20419390,2.28
20180622,2547,14,19,16908571,1.89
20180622,2547,15,67,542098471,60.60
20180622,2547,16,0,0,0.00
20180622,2547,17,55056,894419263,100.00
20180622,2548,1,5109,801333,0.28
20180622,2548,2,10204,19783194,7.14
20180622,2548,3,1414,10836617,3.91
20180622,2548,4,433,5366436,1.93
20180622,2548,5,256,4710567,1.70
20180622,2548,6,217,5521905,1.99
20180622,2548,7,105,3690043,1.33
20180622,2548,8,70,3273823,1.18
20180622,2548,9,145,10796887,3.90
20180622,2548,10,94,13293135,4.80
20180622,2548,11,70,19858106,7.17
20180622,2548,12,34,16973757,6.13
20180622,2548,13,13,8658072,3.12
20180622,2548,14,7,6154978,2.22
20180622,2548,15,45,147093873,53.13
20180622,2548,16,0,0,0.00
20180622,2548,17,18216,276812726,100.00
20180622,2553,1,10461,4213609,5.06
20180622,2553,2,6845,15752691,18.94
20180622,2553,3,1274,8753571,10.52
20180622,2553,4,537,6379056,7.67
20180622,2553,5,247,4282851,5.15
20180622,2553,6,182,4351107,5.23
20180622,2553,7,173,5964766,7.17
20180622,2553,8,40,1783775,2.14
20180622,2553,9,111,7491617,9.01
20180622,2553,10,46,6315216,7.59
20180622,2553,11,12,3514367,4.22
20180622,2553,12,5,2608736,3.13
20180622,2553,13,2,1260752,1.51
20180622,2553,14,4,3483857,4.19
20180622,2553,15,3,6983427,8.39
20180622,2553,16,0,0,0.00
20180622,2553,17,19942,83139398,100.00
20180622,2566,1,40,16390,0.60
20180622,2566,2,219,506587,18.61
20180622,2566,3,36,296000,10.87
20180622,2566,4,9,115000,4.22
20180622,2566,5,9,168000,6.17
20180622,2566,6,9,231716,8.51
20180622,2566,7,2,75000,2.75
20180622,2566,8,6,276000,10.14
20180622,2566,9,9,630000,23.14
20180622,2566,10,3,407000,14.95
20180622,2566,11,0,0,0.00
20180622,2566,12,0,0,0.00
20180622,2566,13,0,0,0.00
20180622,2566,14,0,0,0.00
20180622,2566,15,0,0,0.00
20180622,2566,16,0,0,0.00
20180622,2566,17,342,2721693,100.00
20180622,2569,1,9,4200,0.03
20180622,2569,2,11,27591,0.23
20180622,2569,3,5,43250,0.37
20180622,2569,4,7,78653,0.67
20180622,2569,5,6,101466,0.87
20180622,2569,6,8,212648,1.83
20180622,2569,7,4,140651,1.21
20180622,2569,8,3,135128,1.16
20180622,2569,9,4,253425,2.18
20180622,2569,10,3,510117,4.39
20180622,2569,11,2,460345,3.96
20180622,2569,12,0,0,0.00
20180622,2569,13,0,0,0.00
20180622,2569,14,1,1000000,8.61
20180622,2569,15,1,8634000,74.42
20180622,2569,16,0,0,0.00
20180622,2569,17,64,11601474,100.00
20180622,2572,1,3,1400,0.03
20180622,2572,2,2,4600,0.12
20180622,2572,3,0,0,0.00
20180622,2572,4,1,12600,0.34
20180622,2572,5,1,16000,0.44
20180622,2572,6,0,0,0.00
20180622,2572,7,0,0,0.00
20180622,2572,8,3,132200,3.64
20180622,2572,9,1,56000,1.54
20180622,2572,10,0,0,0.00
20180622,2572,11,1,380000,10.46
20180622,2572,12,0,0,0.00
20180622,2572,13,0,0,0.00
20180622,2572,14,1,937800,25.82
20180622,2572,15,1,2091000,57.57
20180622,2572,16,0,0,0.00
20180622,2572,17,14,3631600,100.00
20180622,2591,1,8,973,0.10
20180622,2591,2,51,103893,10.83
20180622,2591,3,7,56286,5.87
20180622,2591,4,7,75884,7.91
20180622,2591,5,4,69000,7.19
20180622,2591,6,2,48461,5.05
20180622,2591,7,1,32683,3.40
20180622,2591,8,4,187684,19.57
20180622,2591,9,2,156350,16.31
20180622,2591,10,2,227400,23.72
20180622,2591,11,0,0,0.00
20180622,2591,12,0,0,0.00
20180622,2591,13,0,0,0.00
20180622,2591,14,0,0,0.00
20180622,2591,15,0,0,0.00
20180622,2591,16,0,0,0.00
20180622,2591,17,88,958614,100.00
20180622,2592,1,9,3643,0.03
20180622,2592,2,21,46476,0.44
20180622,2592,3,14,103459,0.98
20180622,2592,4,3,40121,0.38
20180622,2592,5,1,16284,0.15
20180622,2592,6,1,27529,0.26
20180622,2592,7,3,100569,0.95
20180622,2592,8,0,0,0.00
20180622,2592,9,0,0,0.00
20180622,2592,10,2,324703,3.09
20180622,2592,11,1,350405,3.33
20180622,2592,12,0,0,0.00
20180622,2592,13,0,0,0.00
20180622,2592,14,1,874318,8.32
20180622,2592,15,3,8615965,82.02
20180622,2592,16,0,0,0.00
20180622,2592,17,59,10503472,100.00
20180622,2596,1,602,116948,0.12
20180622,2596,2,2436,4999138,5.13
20180622,2596,3,432,3460847,3.55
20180622,2596,4,151,1893829,1.94
20180622,2596,5,104,1934410,1.98
20180622,2596,6,86,2211830,2.27
20180622,2596,7,42,1548414,1.59
20180622,2596,8,29,1337378,1.37
20180622,2596,9,72,5297842,5.44
20180622,2596,10,35,5060469,5.19
20180622,2596,11,12,3156681,3.24
20180622,2596,12,1,570000,0.58
20180622,2596,13,7,4758565,4.88
20180622,2596,14,3,2671723,2.74
20180622,2596,15,9,58363155,59.93
20180622,2596,16,0,0,0.00
20180622,2596,17,4021,97381229,100.00
20180622,2597,1,2957,29072,0.02
20180622,2597,2,3086,6297135,4.66
20180622,2597,3,414,3396067,2.51
20180622,2597,4,123,1603450,1.18
20180622,2597,5,77,1415000,1.04
20180622,2597,6,86,2241439,1.66
20180622,2597,7,44,1597000,1.18
20180622,2597,8,28,1325837,0.98
20180622,2597,9,73,5548000,4.10
20180622,2597,10,29,3735000,2.76
20180622,2597,11,17,4767000,3.53
20180622,2597,12,4,1809000,1.34
20180622,2597,13,2,1452000,1.07
20180622,2597,14,5,4617000,3.42
20180622,2597,15,11,95167000,70.49
20180622,2597,16,0,0,0.00
20180622,2597,17,6956,135000000,100.00
20180622,2599,1,79,17016,0.01
20180622,2599,2,248,666656,0.66
20180622,2599,3,148,1203127,1.20
20180622,2599,4,52,657468,0.65
20180622,2599,5,50,914428,0.91
20180622,2599,6,57,1393097,1.39
20180622,2599,7,40,1361854,1.36
20180622,2599,8,31,1427849,1.42
20180622,2599,9,83,6333358,6.33
20180622,2599,10,72,10392612,10.40
20180622,2599,11,40,11054065,11.06
20180622,2599,12,13,6222706,6.22
20180622,2599,13,9,6214217,6.22
20180622,2599,14,2,1677258,1.67
20180622,2599,15,15,50370585,50.41
20180622,2599,16,0,0,0.00
20180622,2599,17,939,99906296,100.00
20180622,2601,1,26763,3407342,0.54
20180622,2601,2,21932,52500534,8.32
20180622,2601,3,5584,47374169,7.50
20180622,2601,4,1425,18521508,2.93
20180622,2601,5,1377,26266883,4.16
20180622,2601,6,965,25699328,4.07
20180622,2601,7,514,18943647,3.00
20180622,2601,8,378,18128611,2.87
20180622,2601,9,610,44888407,7.11
20180622,2601,10,272,39184346,6.21
20180622,2601,11,114,31519594,4.99
20180622,2601,12,33,16859811,2.67
20180622,2601,13,16,10961237,1.73
20180622,2601,14,15,13392223,2.12
20180622,2601,15,36,263235510,41.72
20180622,2601,16,0,0,0.00
20180622,2601,17,60034,630883150,100.00
20180622,2603,1,37481,8905515,0.22
20180622,2603,2,49589,117919153,2.93
20180622,2603,3,15175,114056798,2.84
20180622,2603,4,6390,78481829,1.95
20180622,2603,5,3565,65019363,1.62
20180622,2603,6,3785,95369772,2.37
20180622,2603,7,1715,60792598,1.51
20180622,2603,8,1236,57015861,1.42
20180622,2603,9,2258,162187421,4.04
20180622,2603,10,1007,139721941,3.48
20180622,2603,11,461,129190217,3.21
20180622,2603,12,161,79073448,1.97
20180622,2603,13,85,58659016,1.46
20180622,2603,14,37,34171399,0.85
20180622,2603,15,215,2811791655,70.07
20180622,2603,16,0,0,0.00
20180622,2603,17,123160,4012355986,100.00
20180622,2605,1,29766,2272854,0.39
20180622,2605,2,21213,47923521,8.43
20180622,2605,3,4749,37441933,6.58
20180622,2605,4,1609,20341537,3.57
20180622,2605,5,1041,19297739,3.39
20180622,2605,6,840,21611147,3.80
20180622,2605,7,412,14881178,2.61
20180622,2605,8,261,12056780,2.12
20180622,2605,9,499,35802085,6.29
20180622,2605,10,177,25023987,4.40
20180622,2605,11,82,23588266,4.15
20180622,2605,12,36,18444306,3.24
20180622,2605,13,8,5342062,0.94
20180622,2605,14,8,7156116,1.25
20180622,2605,15,42,277120660,48.76
20180622,2605,16,0,0,0.00
20180622,2605,17,60743,568304171,100.00
20180622,2606,1,12810,2558443,0.30
20180622,2606,2,33334,72157339,8.53
20180622,2606,3,5591,44798265,5.30
20180622,2606,4,1611,20848021,2.46
20180622,2606,5,1128,21057334,2.49
20180622,2606,6,869,22459020,2.65
20180622,2606,7,362,12968583,1.53
20180622,2606,8,212,9950991,1.17
20180622,2606,9,381,27376324,3.23
20180622,2606,10,171,24331044,2.87
20180622,2606,11,56,14988842,1.77
20180622,2606,12,25,12351512,1.46
20180622,2606,13,15,10785494,1.27
20180622,2606,14,4,3497903,0.41
20180622,2606,15,43,544926597,64.48
20180622,2606,16,0,0,0.00
20180622,2606,17,56612,845055712,100.00
20180622,2607,1,9978,2670254,0.25
20180622,2607,2,18585,44009248,4.12
20180622,2607,3,4392,35883138,3.36
20180622,2607,4,1214,15533895,1.45
20180622,2607,5,1083,20399265,1.91
20180622,2607,6,769,19923979,1.86
20180622,2607,7,387,14062570,1.31
20180622,2607,8,288,13679146,1.28
20180622,2607,9,572,41988174,3.93
20180622,2607,10,255,37391453,3.50
20180622,2607,11,135,38325773,3.59
20180622,2607,12,43,20673327,1.93
20180622,2607,13,26,18833142,1.76
20180622,2607,14,7,6155963,0.57
20180622,2607,15,45,737611767,69.12
20180622,2607,16,0,0,0.00
20180622,2607,17,37779,1067141094,100.00
20180622,2608,1,16946,1680362,0.35
20180622,2608,2,5980,12227838,2.61
20180622,2608,3,811,6043567,1.29
20180622,2608,4,254,3079857,0.65
20180622,2608,5,147,2583809,0.55
20180622,2608,6,133,3271672,0.70
20180622,2608,7,59,2088645,0.44
20180622,2608,8,38,1775707,0.38
20180622,2608,9,76,5254038,1.12
20180622,2608,10,37,5181942,1.10
20180622,2608,11,28,7827549,1.67
20180622,2608,12,15,7392969,1.58
20180622,2608,13,13,9157859,1.96
20180622,2608,14,7,6198824,1.32
20180622,2608,15,47,393235860,84.20
20180622,2608,16,0,0,0.00
20180622,2608,17,24591,467000498,100.00
20180622,2609,1,47837,15191137,0.65
20180622,2609,2,39103,93365726,4.01
20180622,2609,3,11276,82520238,3.55
20180622,2609,4,4130,51083523,2.19
20180622,2609,5,2350,42307363,1.82
20180622,2609,6,2523,62894205,2.70
20180622,2609,7,1144,39997972,1.72
20180622,2609,8,788,36124929,1.55
20180622,2609,9,1541,108537732,4.67
20180622,2609,10,704,97553494,4.19
20180622,2609,11,301,84393818,3.63
20180622,2609,12,96,47273130,2.03
20180622,2609,13,34,24206133,1.04
20180622,2609,14,23,20903792,0.89
20180622,2609,15,78,1516671599,65.28
20180622,2609,16,0,0,0.00
20180622,2609,17,111928,2323024791,100.00
20180622,2610,1,28269,9814524,0.17
20180622,2610,2,47574,114993851,2.10
20180622,2610,3,13845,110402731,2.01
20180622,2610,4,5155,64082506,1.17
20180622,2610,5,3699,68578279,1.25
20180622,2610,6,3327,84435865,1.54
20180622,2610,7,1609,57226051,1.04
20180622,2610,8,1181,55137217,1.00
20180622,2610,9,2089,151645861,2.77
20180622,2610,10,902,128850198,2.35
20180622,2610,11,427,121564053,2.22
20180622,2610,12,149,74513378,1.36
20180622,2610,13,66,45967498,0.84
20180622,2610,14,72,65581250,1.19
20180622,2610,15,280,4318191388,78.92
20180622,2610,16,0,0,0.00
20180622,2610,17,108644,5470984650,100.00
20180622,2611,1,9546,859110,0.48
20180622,2611,2,2499,5238906,2.94
20180622,2611,3,626,4449193,2.49
20180622,2611,4,337,3903329,2.19
20180622,2611,5,136,2391862,1.34
20180622,2611,6,163,3860855,2.16
20180622,2611,7,76,2589383,1.45
20180622,2611,8,49,2255949,1.26
20180622,2611,9,94,6606987,3.71
20180622,2611,10,47,6875313,3.86
20180622,2611,11,30,8226804,4.62
20180622,2611,12,5,2405301,1.35
20180622,2611,13,6,4157474,2.33
20180622,2611,14,3,2893754,1.62
20180622,2611,15,20,121280027,68.13
20180622,2611,16,0,0,0.00
20180622,2611,17,13637,177994247,100.00
20180622,2612,1,13068,3043767,1.54
20180622,2612,2,5964,13883345,7.03
20180622,2612,3,1204,8788040,4.44
20180622,2612,4,381,4638106,2.34
20180622,2612,5,238,4044256,2.04
20180622,2612,6,201,4840154,2.45
20180622,2612,7,106,3648404,1.84
20180622,2612,8,58,2680174,1.35
20180622,2612,9,112,7839404,3.96
20180622,2612,10,41,5719655,2.89
20180622,2612,11,17,4439230,2.24
20180622,2612,12,7,3375537,1.70
20180622,2612,13,3,1991780,1.00
20180622,2612,14,3,2787234,1.41
20180622,2612,15,14,125765507,63.68
20180622,2612,16,0,0,0.00
20180622,2612,17,21417,197484593,100.00
20180622,2613,1,14392,334868,0.27
20180622,2613,2,2830,5650445,4.57
20180622,2613,3,636,4315434,3.49
20180622,2613,4,377,4467767,3.61
20180622,2613,5,114,2003118,1.62
20180622,2613,6,148,3579047,2.89
20180622,2613,7,75,2568290,2.08
20180622,2613,8,35,1572036,1.27
20180622,2613,9,73,5191701,4.20
20180622,2613,10,57,7636983,6.18
20180622,2613,11,35,9694707,7.85
20180622,2613,12,15,7524246,6.09
20180622,2613,13,8,5414165,4.38
20180622,2613,14,3,2793421,2.26
20180622,2613,15,10,60677230,49.16
20180622,2613,16,0,0,0.00
20180622,2613,17,18808,123423458,100.00
20180622,2614,1,41363,7701047,1.10
20180622,2614,2,18180,42542340,6.11
20180622,2614,3,4621,36267184,5.21
20180622,2614,4,1457,18471115,2.65
20180622,2614,5,1016,18918072,2.71
20180622,2614,6,965,24943652,3.58
20180622,2614,7,462,16548769,2.37
20180622,2614,8,349,16465026,2.36
20180622,2614,9,581,41900079,6.02
20180622,2614,10,306,43741248,6.28
20180622,2614,11,155,42961487,6.17
20180622,2614,12,48,23896911,3.43
20180622,2614,13,26,18974383,2.72
20180622,2614,14,15,12956918,1.86
