資料日期,證券代號,持股分級,人數,股數,佔集保庫存數比例%
20180622,3350,17,986,27821303,100.00
20180622,3353,1,0,0,0.00
20180622,3353,2,1,4000,100.00
20180622,3353,3,0,0,0.00
20180622,3353,4,0,0,0.00
20180622,3353,5,0,0,0.00
20180622,3353,6,0,0,0.00
20180622,3353,7,0,0,0.00
20180622,3353,8,0,0,0.00
20180622,3353,9,0,0,0.00
20180622,3353,10,0,0,0.00
20180622,3353,11,0,0,0.00
20180622,3353,12,0,0,0.00
20180622,3353,13,0,0,0.00
20180622,3353,14,0,0,0.00
20180622,3353,15,0,0,0.00
20180622,3353,16,0,0,0.00
20180622,3353,17,1,4000,100.00
20180622,3354,1,696,178694,0.25
20180622,3354,2,1844,3865699,5.51
20180622,3354,3,284,2299834,3.28
20180622,3354,4,72,911639,1.30
20180622,3354,5,61,1147902,1.63
20180622,3354,6,49,1292694,1.84
20180622,3354,7,19,704032,1.00
20180622,3354,8,9,414051,0.59
20180622,3354,9,20,1461679,2.08
20180622,3354,10,9,1215000,1.73
20180622,3354,11,7,1868343,2.66
20180622,3354,12,1,582132,0.83
20180622,3354,13,2,1347412,1.92
20180622,3354,14,1,972000,1.38
20180622,3354,15,7,51851315,73.95
20180622,3354,16,0,0,0.00
20180622,3354,17,3081,70112426,100.00
20180622,3355,1,1,400,0.54
20180622,3355,2,6,16000,21.81
20180622,3355,3,1,6952,9.47
20180622,3355,4,0,0,0.00
20180622,3355,5,0,0,0.00
20180622,3355,6,0,0,0.00
20180622,3355,7,0,0,0.00
20180622,3355,8,1,50000,68.16
20180622,3355,9,0,0,0.00
20180622,3355,10,0,0,0.00
20180622,3355,11,0,0,0.00
20180622,3355,12,0,0,0.00
20180622,3355,13,0,0,0.00
20180622,3355,14,0,0,0.00
20180622,3355,15,0,0,0.00
20180622,3355,16,0,0,0.00
20180622,3355,17,9,73352,100.00
20180622,3356,1,12937,967411,1.08
20180622,3356,2,6979,15008560,16.78
20180622,3356,3,1421,10071465,11.26
20180622,3356,4,536,6537617,7.31
20180622,3356,5,229,4003840,4.47
20180622,3356,6,250,6095541,6.81
20180622,3356,7,109,3782831,4.22
20180622,3356,8,55,2466209,2.75
20180622,3356,9,98,6591925,7.37
20180622,3356,10,43,5627579,6.29
20180622,3356,11,13,3503953,3.91
20180622,3356,12,2,1037998,1.16
20180622,3356,13,2,1442400,1.61
20180622,3356,14,4,3453580,3.86
20180622,3356,15,10,18841766,21.06
20180622,3356,16,0,0,0.00
20180622,3356,17,22688,89432675,100.00
20180622,3357,1,978,18764,0.02
20180622,3357,2,547,1172706,1.28
20180622,3357,3,134,1043982,1.14
20180622,3357,4,43,559921,0.61
20180622,3357,5,34,612186,0.67
20180622,3357,6,49,1227860,1.34
20180622,3357,7,26,906361,0.99
20180622,3357,8,26,1212866,1.33
20180622,3357,9,49,3351327,3.68
20180622,3357,10,24,3182850,3.49
20180622,3357,11,28,8191127,9.00
20180622,3357,12,11,5690852,6.25
20180622,3357,13,8,5513778,6.05
20180622,3357,14,3,2777963,3.05
20180622,3357,15,19,55537457,61.03
20180622,3357,16,0,0,0.00
20180622,3357,17,1979,91000000,100.00
20180622,3360,1,8828,294621,0.39
20180622,3360,2,4718,10287345,13.63
20180622,3360,3,1023,8089801,10.72
20180622,3360,4,279,3437583,4.55
20180622,3360,5,208,3887845,5.15
20180622,3360,6,153,3878077,5.13
20180622,3360,7,77,2730740,3.61
20180622,3360,8,50,2339924,3.10
20180622,3360,9,60,4270032,5.65
20180622,3360,10,37,5188606,6.87
20180622,3360,11,9,2346653,3.10
20180622,3360,12,7,3172944,4.20
20180622,3360,13,2,1353728,1.79
20180622,3360,14,1,989000,1.31
20180622,3360,15,9,23189155,30.73
20180622,3360,16,0,0,0.00
20180622,3360,17,15461,75456054,100.00
20180622,3361,1,91,40062,0.08
20180622,3361,2,101,259230,0.52
20180622,3361,3,44,320890,0.64
20180622,3361,4,21,275746,0.55
20180622,3361,5,18,313362,0.63
20180622,3361,6,34,870267,1.75
20180622,3361,7,16,558396,1.12
20180622,3361,8,9,404146,0.81
20180622,3361,9,22,1498540,3.02
20180622,3361,10,13,1925666,3.88
20180622,3361,11,10,3042908,6.14
20180622,3361,12,5,2595499,5.23
20180622,3361,13,4,2782770,5.61
20180622,3361,14,2,1726928,3.48
20180622,3361,15,9,32939022,66.47
20180622,3361,16,0,0,0.00
20180622,3361,17,399,49553432,100.00
20180622,3362,1,904,117655,0.12
20180622,3362,2,6701,12779749,13.68
20180622,3362,3,623,5110887,5.47
20180622,3362,4,164,2158015,2.31
20180622,3362,5,146,2779769,2.97
20180622,3362,6,89,2355410,2.52
20180622,3362,7,42,1479389,1.58
20180622,3362,8,30,1369912,1.46
20180622,3362,9,62,4423246,4.73
20180622,3362,10,24,3311522,3.54
20180622,3362,11,20,5996747,6.42
20180622,3362,12,4,1896851,2.03
20180622,3362,13,5,3471666,3.71
20180622,3362,14,2,1808294,1.93
20180622,3362,15,18,44318888,47.46
20180622,3362,16,0,0,0.00
20180622,3362,17,8834,93378000,100.00
20180622,3363,1,4492,22154,0.02
20180622,3363,2,1876,4221201,5.44
20180622,3363,3,346,2850679,3.67
20180622,3363,4,113,1508300,1.94
20180622,3363,5,85,1604820,2.07
20180622,3363,6,91,2357150,3.04
20180622,3363,7,48,1712990,2.21
20180622,3363,8,30,1432000,1.84
20180622,3363,9,73,5132000,6.62
20180622,3363,10,33,4872534,6.28
20180622,3363,11,22,6169447,7.96
20180622,3363,12,9,4405000,5.68
20180622,3363,13,5,3735000,4.82
20180622,3363,14,0,0,0.00
20180622,3363,15,12,37450870,48.33
20180622,3363,16,0,0,0.00
20180622,3363,17,7235,77474145,100.00
20180622,3364,1,33,10406,0.38
20180622,3364,2,126,306886,11.36
20180622,3364,3,23,181778,6.72
20180622,3364,4,9,118108,4.37
20180622,3364,5,1,16000,0.59
20180622,3364,6,6,162800,6.02
20180622,3364,7,7,257184,9.52
20180622,3364,8,1,42000,1.55
20180622,3364,9,7,497764,18.42
20180622,3364,10,4,580720,21.49
20180622,3364,11,2,527505,19.52
20180622,3364,12,0,0,0.00
20180622,3364,13,0,0,0.00
20180622,3364,14,0,0,0.00
20180622,3364,15,0,0,0.00
20180622,3364,16,0,0,0.00
20180622,3364,17,219,2701151,100.00
20180622,3366,1,1,400,25.00
20180622,3366,2,1,1200,75.00
20180622,3366,3,0,0,0.00
20180622,3366,4,0,0,0.00
20180622,3366,5,0,0,0.00
20180622,3366,6,0,0,0.00
20180622,3366,7,0,0,0.00
20180622,3366,8,0,0,0.00
20180622,3366,9,0,0,0.00
20180622,3366,10,0,0,0.00
20180622,3366,11,0,0,0.00
20180622,3366,12,0,0,0.00
20180622,3366,13,0,0,0.00
20180622,3366,14,0,0,0.00
20180622,3366,15,0,0,0.00
20180622,3366,16,0,0,0.00
20180622,3366,17,2,1600,100.00
20180622,3369,1,2248,471039,0.79
20180622,3369,2,1784,4081191,6.84
20180622,3369,3,318,2437590,4.08
20180622,3369,4,130,1654502,2.77
20180622,3369,5,53,953477,1.59
20180622,3369,6,75,1853078,3.10
20180622,3369,7,32,1129890,1.89
20180622,3369,8,29,1360143,2.28
20180622,3369,9,42,2916984,4.89
20180622,3369,10,27,3734666,6.26
20180622,3369,11,7,1924213,3.22
20180622,3369,12,3,1430500,2.39
20180622,3369,13,2,1322998,2.21
20180622,3369,14,1,869504,1.45
20180622,3369,15,3,33464573,56.14
20180622,3369,16,0,0,0.00
20180622,3369,17,4754,59604348,100.00
20180622,3370,1,3,846,0.21
20180622,3370,2,30,87620,22.18
20180622,3370,3,9,77040,19.50
20180622,3370,4,3,43000,10.88
20180622,3370,5,0,0,0.00
20180622,3370,6,1,28000,7.08
20180622,3370,7,0,0,0.00
20180622,3370,8,1,45000,11.39
20180622,3370,9,0,0,0.00
20180622,3370,10,1,113500,28.73
20180622,3370,11,0,0,0.00
20180622,3370,12,0,0,0.00
20180622,3370,13,0,0,0.00
20180622,3370,14,0,0,0.00
20180622,3370,15,0,0,0.00
20180622,3370,16,0,0,0.00
20180622,3370,17,48,395006,100.00
20180622,3371,1,1,200,0.00
20180622,3371,2,9,29000,0.73
20180622,3371,3,4,36000,0.91
20180622,3371,4,4,48000,1.21
20180622,3371,5,2,37000,0.93
20180622,3371,6,1,29000,0.73
20180622,3371,7,0,0,0.00
20180622,3371,8,2,100000,2.53
20180622,3371,9,3,269116,6.81
20180622,3371,10,2,400000,10.13
20180622,3371,11,0,0,0.00
20180622,3371,12,0,0,0.00
20180622,3371,13,0,0,0.00
20180622,3371,14,0,0,0.00
20180622,3371,15,1,3000000,75.98
20180622,3371,16,0,0,0.00
20180622,3371,17,29,3948316,100.00
20180622,3372,1,9816,741914,0.18
20180622,3372,2,5258,12358222,3.03
20180622,3372,3,1696,13087464,3.21
20180622,3372,4,676,8312302,2.04
20180622,3372,5,446,8205384,2.01
20180622,3372,6,447,11259380,2.76
20180622,3372,7,243,8613826,2.11
20180622,3372,8,164,7682472,1.88
20180622,3372,9,322,22413838,5.50
20180622,3372,10,178,24646089,6.05
20180622,3372,11,85,23784980,5.83
20180622,3372,12,32,15377287,3.77
20180622,3372,13,11,7564433,1.85
20180622,3372,14,13,11747417,2.88
20180622,3372,15,35,231534992,56.84
20180622,3372,16,0,0,0.00
20180622,3372,17,19422,407330000,100.00
20180622,3373,1,12121,172122,0.39
20180622,3373,2,1816,3729907,8.61
20180622,3373,3,362,2764512,6.38
20180622,3373,4,96,1212045,2.79
20180622,3373,5,71,1323813,3.05
20180622,3373,6,84,2109800,4.87
20180622,3373,7,32,1140728,2.63
20180622,3373,8,15,683264,1.57
20180622,3373,9,39,2878892,6.65
20180622,3373,10,24,3500922,8.08
20180622,3373,11,7,2077031,4.79
20180622,3373,12,4,2022897,4.67
20180622,3373,13,1,769000,1.77
20180622,3373,14,1,809000,1.86
20180622,3373,15,5,18095868,41.80
20180622,3373,16,0,0,0.00
20180622,3373,17,14678,43289801,100.00
20180622,3374,1,1726,238823,0.08
20180622,3374,2,17139,33578540,12.35
20180622,3374,3,1905,15168184,5.58
20180622,3374,4,559,7085612,2.60
20180622,3374,5,359,6731720,2.47
20180622,3374,6,288,7478868,2.75
20180622,3374,7,140,5038029,1.85
20180622,3374,8,89,4139626,1.52
20180622,3374,9,140,10100592,3.71
20180622,3374,10,75,10310861,3.79
20180622,3374,11,31,8823407,3.24
20180622,3374,12,15,7071974,2.60
20180622,3374,13,7,4934792,1.81
20180622,3374,14,5,4624600,1.70
20180622,3374,15,20,146369288,53.87
20180622,3374,16,0,0,0.00
20180622,3374,17,22498,271694916,100.00
20180622,3376,1,5251,339002,0.18
20180622,3376,2,6241,12069817,6.75
20180622,3376,3,760,5850874,3.27
20180622,3376,4,239,3019762,1.68
20180622,3376,5,158,2905468,1.62
20180622,3376,6,125,3189870,1.78
20180622,3376,7,68,2403558,1.34
20180622,3376,8,43,1983071,1.10
20180622,3376,9,81,5958956,3.33
20180622,3376,10,42,5780987,3.23
20180622,3376,11,37,10714091,5.99
20180622,3376,12,20,10033930,5.61
20180622,3376,13,9,6373678,3.56
20180622,3376,14,4,3520328,1.96
20180622,3376,15,32,104581954,58.51
20180622,3376,16,0,0,0.00
20180622,3376,17,13110,178725346,100.00
20180622,3377,1,31,2389,0.01
20180622,3377,2,29,52040,0.41
20180622,3377,3,11,100205,0.79
20180622,3377,4,11,156539,1.23
20180622,3377,5,26,499809,3.95
20180622,3377,6,6,153503,1.21
20180622,3377,7,8,277280,2.19
20180622,3377,8,2,85191,0.67
20180622,3377,9,10,662494,5.24
20180622,3377,10,6,878693,6.95
20180622,3377,11,13,4013050,31.76
20180622,3377,12,3,1543341,12.21
20180622,3377,13,3,2107370,16.67
20180622,3377,14,1,802755,6.35
20180622,3377,15,1,1300038,10.28
20180622,3377,16,0,0,0.00
20180622,3377,17,161,12634697,100.00
20180622,3379,1,9190,161799,0.42
20180622,3379,2,1357,2922985,7.68
20180622,3379,3,254,1978871,5.20
20180622,3379,4,107,1303698,3.42
20180622,3379,5,70,1292909,3.39
20180622,3379,6,46,1144116,3.00
20180622,3379,7,26,938572,2.46
20180622,3379,8,18,817230,2.14
20180622,3379,9,37,2466594,6.48
20180622,3379,10,23,2981221,7.83
20180622,3379,11,8,2490867,6.54
20180622,3379,12,2,1076838,2.83
20180622,3379,13,2,1353478,3.55
20180622,3379,14,0,0,0.00
20180622,3379,15,6,17112570,44.98
20180622,3379,16,0,0,0.00
20180622,3379,17,11146,38041748,100.00
20180622,3380,1,6206,2525964,0.46
20180622,3380,2,19465,46085803,8.47
20180622,3380,3,4095,34385641,6.32
20180622,3380,4,1007,13112685,2.41
20180622,3380,5,893,16892408,3.10
20180622,3380,6,529,13836223,2.54
20180622,3380,7,264,9608955,1.76
20180622,3380,8,182,8598830,1.58
20180622,3380,9,292,21244131,3.90
20180622,3380,10,122,17417218,3.20
20180622,3380,11,37,10967892,2.01
20180622,3380,12,20,10348224,1.90
20180622,3380,13,12,8296706,1.52
20180622,3380,14,7,5958320,1.09
20180622,3380,15,32,324673660,59.68
20180622,3380,16,0,0,0.00
20180622,3380,17,33163,543952660,100.00
20180622,3381,1,0,0,0.00
20180622,3381,2,7,16000,21.62
20180622,3381,3,0,0,0.00
20180622,3381,4,0,0,0.00
20180622,3381,5,0,0,0.00
20180622,3381,6,0,0,0.00
20180622,3381,7,0,0,0.00
20180622,3381,8,0,0,0.00
20180622,3381,9,1,58000,78.37
20180622,3381,10,0,0,0.00
20180622,3381,11,0,0,0.00
20180622,3381,12,0,0,0.00
20180622,3381,13,0,0,0.00
20180622,3381,14,0,0,0.00
20180622,3381,15,0,0,0.00
20180622,3381,16,0,0,0.00
20180622,3381,17,8,74000,100.00
20180622,3383,1,3254,833561,0.26
20180622,3383,2,6626,14917372,4.73
20180622,3383,3,1841,14419570,4.57
20180622,3383,4,674,8420792,2.67
20180622,3383,5,504,9312448,2.95
20180622,3383,6,422,10666648,3.38
20180622,3383,7,202,7103819,2.25
20180622,3383,8,174,8081140,2.56
20180622,3383,9,357,25670792,8.14
20180622,3383,10,168,23526855,7.46
20180622,3383,11,69,19229470,6.10
20180622,3383,12,23,12033970,3.81
20180622,3383,13,11,7550109,2.39
20180622,3383,14,8,6888273,2.18
20180622,3383,15,29,146566409,46.49
20180622,3383,16,0,0,0.00
20180622,3383,17,14362,315221228,100.00
20180622,3388,1,974,193878,0.30
20180622,3388,2,3716,7582216,11.82
20180622,3388,3,546,4255447,6.63
20180622,3388,4,174,2245034,3.50
20180622,3388,5,104,1891452,2.95
20180622,3388,6,80,2020311,3.15
20180622,3388,7,47,1637938,2.55
20180622,3388,8,38,1728905,2.69
20180622,3388,9,47,3279305,5.11
20180622,3388,10,33,4436439,6.92
20180622,3388,11,17,4403471,6.86
20180622,3388,12,6,3128955,4.88
20180622,3388,13,2,1525075,2.37
20180622,3388,14,1,981889,1.53
20180622,3388,15,6,24790685,38.67
20180622,3388,16,0,0,0.00
20180622,3388,17,5791,64101000,100.00
20180622,3390,1,12155,189961,0.28
20180622,3390,2,3007,6575495,9.81
20180622,3390,3,553,4523466,6.75
20180622,3390,4,174,2261878,3.37
20180622,3390,5,121,2298521,3.43
20180622,3390,6,103,2657042,3.96
20180622,3390,7,57,2079273,3.10
20180622,3390,8,35,1625755,2.42
20180622,3390,9,71,5043557,7.52
20180622,3390,10,30,4556504,6.80
20180622,3390,11,28,7747169,11.56
20180622,3390,12,5,2554000,3.81
20180622,3390,13,4,2691040,4.01
20180622,3390,14,2,1738688,2.59
20180622,3390,15,6,20438710,30.51
20180622,3390,16,0,0,0.00
20180622,3390,17,16351,66981059,100.00
20180622,3391,1,25,4873,0.02
20180622,3391,2,78,188572,0.86
20180622,3391,3,22,174616,0.80
20180622,3391,4,9,118550,0.54
20180622,3391,5,9,165850,0.76
20180622,3391,6,20,465072,2.13
20180622,3391,7,6,206930,0.95
20180622,3391,8,10,461052,2.11
20180622,3391,9,12,912493,4.19
20180622,3391,10,8,1302812,5.98
20180622,3391,11,10,2874540,13.20
20180622,3391,12,6,2983541,13.70
20180622,3391,13,5,3604669,16.55
20180622,3391,14,3,2669314,12.25
20180622,3391,15,3,5643367,25.91
20180622,3391,16,0,0,0.00
20180622,3391,17,226,21776251,100.00
20180622,3394,1,57,21959,1.51
20180622,3394,2,71,188736,12.98
20180622,3394,3,18,130022,8.94
20180622,3394,4,12,158512,10.90
20180622,3394,5,9,164164,11.29
20180622,3394,6,4,112366,7.73
20180622,3394,7,4,143978,9.90
20180622,3394,8,0,0,0.00
20180622,3394,9,4,255080,17.55
20180622,3394,10,2,278214,19.14
20180622,3394,11,0,0,0.00
20180622,3394,12,0,0,0.00
20180622,3394,13,0,0,0.00
20180622,3394,14,0,0,0.00
20180622,3394,15,0,0,0.00
20180622,3394,16,0,0,0.00
20180622,3394,17,181,1453031,100.00
20180622,3397,1,589,349297,3.67
20180622,3397,2,869,2250140,23.65
20180622,3397,3,244,1806671,18.99
20180622,3397,4,88,1091441,11.47
20180622,3397,5,42,690395,7.25
20180622,3397,6,36,876931,9.21
20180622,3397,7,19,642608,6.75
20180622,3397,8,14,619962,6.51
20180622,3397,9,9,540537,5.68
20180622,3397,10,3,398113,4.18
20180622,3397,11,1,246424,2.59
20180622,3397,12,0,0,0.00
20180622,3397,13,0,0,0.00
20180622,3397,14,0,0,0.00
20180622,3397,15,0,0,0.00
20180622,3397,16,0,0,0.00
20180622,3397,17,1914,9512519,100.00
20180622,3401,1,2,21,0.00
20180622,3401,2,3,5000,2.38
20180622,3401,3,1,6000,2.85
20180622,3401,4,0,0,0.00
20180622,3401,5,2,40000,19.04
20180622,3401,6,0,0,0.00
20180622,3401,7,1,39000,18.56
20180622,3401,8,0,0,0.00
20180622,3401,9,0,0,0.00
20180622,3401,10,1,120000,57.13
20180622,3401,11,0,0,0.00
20180622,3401,12,0,0,0.00
20180622,3401,13,0,0,0.00
20180622,3401,14,0,0,0.00
20180622,3401,15,0,0,0.00
20180622,3401,16,0,0,0.00
20180622,3401,17,10,210021,100.00
20180622,3402,1,10836,337566,0.46
20180622,3402,2,3883,8476265,11.60
20180622,3402,3,754,5984549,8.19
20180622,3402,4,244,3108193,4.25
20180622,3402,5,173,3236251,4.43
20180622,3402,6,134,3397833,4.65
20180622,3402,7,79,2891710,3.95
20180622,3402,8,49,2270679,3.10
20180622,3402,9,100,7356125,10.07
20180622,3402,10,46,6531299,8.94
20180622,3402,11,25,6782140,9.28
20180622,3402,12,8,3828954,5.24
20180622,3402,13,1,631248,0.86
20180622,3402,14,1,1000000,1.36
20180622,3402,15,6,17214880,23.56
20180622,3402,16,0,0,0.00
20180622,3402,17,16339,73047692,100.00
20180622,3404,1,8,3463,0.51
20180622,3404,2,19,56147,8.27
20180622,3404,3,11,78684,11.60
20180622,3404,4,2,24440,3.60
20180622,3404,5,4,71652,10.56
20180622,3404,6,5,118913,17.53
20180622,3404,7,0,0,0.00
20180622,3404,8,0,0,0.00
20180622,3404,9,3,205315,30.27
20180622,3404,10,1,119574,17.63
20180622,3404,11,0,0,0.00
20180622,3404,12,0,0,0.00
20180622,3404,13,0,0,0.00
20180622,3404,14,0,0,0.00
20180622,3404,15,0,0,0.00
20180622,3404,16,0,0,0.00
20180622,3404,17,53,678188,100.00
20180622,3406,1,3761,178209,0.17
20180622,3406,2,5153,8249203,8.26
20180622,3406,3,313,2463014,2.46
20180622,3406,4,93,1202333,1.20
20180622,3406,5,63,1165828,1.16
20180622,3406,6,64,1617092,1.62
20180622,3406,7,30,1092938,1.09
20180622,3406,8,25,1168000,1.17
20180622,3406,9,51,3666303,3.67
20180622,3406,10,46,6844079,6.85
20180622,3406,11,24,7212197,7.22
20180622,3406,12,12,6095436,6.10
20180622,3406,13,3,1869676,1.87
20180622,3406,14,4,3585100,3.59
20180622,3406,15,20,53361655,53.48
20180622,3406,16,0,0,0.00
20180622,3406,17,9662,99771063,100.00
20180622,3408,1,7,358,8.21
20180622,3408,2,4,4000,91.78
20180622,3408,3,0,0,0.00
20180622,3408,4,0,0,0.00
20180622,3408,5,0,0,0.00
20180622,3408,6,0,0,0.00
20180622,3408,7,0,0,0.00
20180622,3408,8,0,0,0.00
20180622,3408,9,0,0,0.00
20180622,3408,10,0,0,0.00
20180622,3408,11,0,0,0.00
20180622,3408,12,0,0,0.00
20180622,3408,13,0,0,0.00
20180622,3408,14,0,0,0.00
20180622,3408,15,0,0,0.00
20180622,3408,16,0,0,0.00
20180622,3408,17,11,4358,100.00
20180622,3412,1,31,18574,0.13
20180622,3412,2,89,234981,1.74
20180622,3412,3,34,261150,1.93
20180622,3412,4,23,310062,2.29
20180622,3412,5,11,199808,1.48
20180622,3412,6,16,392403,2.90
20180622,3412,7,11,392387,2.90
20180622,3412,8,9,397433,2.94
20180622,3412,9,14,963065,7.13
20180622,3412,10,9,1240315,9.19
20180622,3412,11,13,4473822,33.15
20180622,3412,12,1,408000,3.02
20180622,3412,13,1,782870,5.80
20180622,3412,14,0,0,0.00
20180622,3412,15,2,3417332,25.32
20180622,3412,16,0,0,0.00
20180622,3412,17,264,13492202,100.00
20180622,3413,1,2388,387766,0.49
20180622,3413,2,7130,12432110,15.78
20180622,3413,3,567,4318702,5.48
20180622,3413,4,191,2380056,3.02
20180622,3413,5,99,1801327,2.28
20180622,3413,6,75,1874323,2.38
20180622,3413,7,37,1273013,1.61
20180622,3413,8,16,732556,0.93
20180622,3413,9,57,3904584,4.95
20180622,3413,10,40,5764433,7.31
20180622,3413,11,12,3305419,4.19
20180622,3413,12,9,4177951,5.30
20180622,3413,13,4,2807326,3.56
20180622,3413,14,4,3488038,4.42
20180622,3413,15,15,30102396,38.22
20180622,3413,16,0,0,0.00
20180622,3413,17,10644,78750000,100.00
20180622,3414,1,64,17288,0.49
20180622,3414,2,164,367417,10.44
20180622,3414,3,50,380550,10.81
20180622,3414,4,29,359650,10.22
20180622,3414,5,10,179384,5.09
20180622,3414,6,12,290928,8.26
20180622,3414,7,6,208957,5.93
20180622,3414,8,5,227390,6.46
20180622,3414,9,11,773804,21.99
20180622,3414,10,2,300500,8.54
20180622,3414,11,0,0,0.00
20180622,3414,12,1,412830,11.73
20180622,3414,13,0,0,0.00
20180622,3414,14,0,0,0.00
20180622,3414,15,0,0,0.00
20180622,3414,16,0,0,0.00
20180622,3414,17,354,3518698,100.00
20180622,3416,1,1910,287182,0.39
20180622,3416,2,2314,4840916,6.70
20180622,3416,3,397,2973602,4.11
20180622,3416,4,155,1928798,2.67
20180622,3416,5,80,1431035,1.98
20180622,3416,6,73,1773096,2.45
20180622,3416,7,45,1572722,2.17
20180622,3416,8,25,1141454,1.58
20180622,3416,9,55,4114249,5.69
20180622,3416,10,23,3143733,4.35
20180622,3416,11,12,3468908,4.80
20180622,3416,12,1,400221,0.55
20180622,3416,13,4,2820027,3.90
20180622,3416,14,1,875224,1.21
20180622,3416,15,13,41410280,57.36
20180622,3416,16,0,0,0.00
20180622,3416,17,5108,72181447,100.00
20180622,3419,1,5593,438664,0.36
20180622,3419,2,4703,10500934,8.71
20180622,3419,3,967,7872462,6.53
20180622,3419,4,316,3947331,3.27
20180622,3419,5,196,3695958,3.06
20180622,3419,6,191,4915739,4.08
20180622,3419,7,68,2463221,2.04
20180622,3419,8,47,2193665,1.82
20180622,3419,9,81,5887961,4.88
20180622,3419,10,42,5969144,4.95
20180622,3419,11,27,7148865,5.93
20180622,3419,12,14,6536623,5.42
20180622,3419,13,6,4082955,3.38
20180622,3419,14,2,1879168,1.55
20180622,3419,15,18,52947727,43.94
20180622,3419,16,0,0,0.00
20180622,3419,17,12271,120480417,100.00
20180622,3426,1,77,14278,0.06
20180622,3426,2,685,1491706,6.78
20180622,3426,3,98,809905,3.68
20180622,3426,4,40,532368,2.41
20180622,3426,5,33,617015,2.80
20180622,3426,6,21,537624,2.44
20180622,3426,7,11,389837,1.77
20180622,3426,8,11,516000,2.34
20180622,3426,9,31,2139781,9.72
20180622,3426,10,20,3041672,13.82
20180622,3426,11,10,2614568,11.88
20180622,3426,12,4,2047370,9.30
20180622,3426,13,0,0,0.00
20180622,3426,14,2,1704680,7.74
20180622,3426,15,3,5543196,25.19
20180622,3426,16,0,0,0.00
20180622,3426,17,1046,22000000,100.00
20180622,3428,1,689,81566,0.08
20180622,3428,2,8140,15967410,16.59
20180622,3428,3,1023,8125139,8.44
20180622,3428,4,256,3326102,3.45
20180622,3428,5,152,2853655,2.96
20180622,3428,6,126,3200753,3.32
20180622,3428,7,62,2255714,2.34
20180622,3428,8,27,1259474,1.30
20180622,3428,9,55,3890102,4.04
20180622,3428,10,26,3610830,3.75
20180622,3428,11,16,4158743,4.32
20180622,3428,12,3,1276000,1.32
20180622,3428,13,2,1333000,1.38
20180622,3428,14,1,820449,0.85
20180622,3428,15,5,44073063,45.79
20180622,3428,16,0,0,0.00
20180622,3428,17,10583,96232000,100.00
20180622,3429,1,45,9816,0.02
20180622,3429,2,73,187149,0.50
20180622,3429,3,41,340370,0.92
20180622,3429,4,19,240394,0.65
20180622,3429,5,13,248038,0.67
20180622,3429,6,14,368575,1.00
20180622,3429,7,11,382638,1.04
20180622,3429,8,13,572097,1.55
20180622,3429,9,26,2035423,5.54
20180622,3429,10,17,2435558,6.63
20180622,3429,11,9,2616368,7.12
20180622,3429,12,4,2035131,5.54
20180622,3429,13,3,2092500,5.70
20180622,3429,14,2,1865693,5.08
20180622,3429,15,5,21275279,57.96
20180622,3429,16,0,0,0.00
20180622,3429,17,295,36705029,100.00
20180622,3430,1,57,9676,0.03
20180622,3430,2,158,346540,1.26
20180622,3430,3,51,374931,1.37
20180622,3430,4,33,388071,1.41
20180622,3430,5,21,386804,1.41
20180622,3430,6,26,663252,2.42
20180622,3430,7,23,814990,2.97
20180622,3430,8,10,431872,1.57
20180622,3430,9,20,1480566,5.41
20180622,3430,10,22,3322749,12.14
20180622,3430,11,15,4517128,16.51
20180622,3430,12,6,3255110,11.90
20180622,3430,13,2,1410740,5.15
20180622,3430,14,0,0,0.00
20180622,3430,15,5,9948191,36.37
20180622,3430,16,0,0,0.00
20180622,3430,17,449,27350620,100.00
20180622,3431,1,9248,823888,2.32
20180622,3431,2,2419,5396235,15.21
20180622,3431,3,560,4170113,11.76
20180622,3431,4,163,2056583,5.79
20180622,3431,5,102,1875856,5.29
20180622,3431,6,85,2164145,6.10
20180622,3431,7,36,1276186,3.59
20180622,3431,8,24,1105788,3.11
20180622,3431,9,38,2580176,7.27
20180622,3431,10,29,4146674,11.69
20180622,3431,11,9,2322101,6.54
20180622,3431,12,1,572010,1.61
20180622,3431,13,1,696483,1.96
20180622,3431,14,1,833667,2.35
20180622,3431,15,4,5438799,15.33
20180622,3431,16,0,0,0.00
20180622,3431,17,12720,35458704,100.00
20180622,3432,1,201,24817,0.03
20180622,3432,2,1621,3514740,5.27
20180622,3432,3,313,2662937,3.99
20180622,3432,4,80,1037744,1.55
20180622,3432,5,69,1315221,1.97
20180622,3432,6,64,1661973,2.49
20180622,3432,7,30,1059589,1.59
20180622,3432,8,25,1139185,1.71
20180622,3432,9,49,3437919,5.16
20180622,3432,10,22,3105307,4.66
20180622,3432,11,14,4172456,6.26
20180622,3432,12,3,1394072,2.09
20180622,3432,13,4,2636135,3.95
20180622,3432,14,3,2622396,3.93
20180622,3432,15,8,36801509,55.26
20180622,3432,16,0,0,0.00
20180622,3432,17,2506,66586000,100.00
20180622,3434,1,500,172993,0.76
20180622,3434,2,404,942432,4.15
20180622,3434,3,111,842997,3.71
20180622,3434,4,50,641495,2.82
20180622,3434,5,26,457233,2.01
20180622,3434,6,25,618620,2.72
20180622,3434,7,13,475778,2.09
20180622,3434,8,10,447522,1.97
20180622,3434,9,33,2239120,9.86
20180622,3434,10,16,2301274,10.13
